mean_accuracy,std_accuracy,mean_balanced_accuracy,std_balanced_accuracy,mean_f1_macro,std_f1_macro
0.6090909090909091,0.20968295626674174,0.5966666666666667,0.20323768242025286,0.5845604395604396,0.21262777503759675
