config,split_seed,init_seed,fold,epoch,train_loss,train_acc,train_balanced_acc,train_macro_f1,train_temporal_acc,train_pred_counts,val_loss,val_acc,val_balanced_acc,val_macro_f1,val_temporal_acc,val_pred_counts
eegnet_iranies_tmin_temporal_ce_clean_t7983_tp124,3407,2027,4,1,0.6996768132432715,0.4935064935064935,0.4925775978407557,0.49041235363991176,0.4997905320485966,"{""1"": 44, ""0"": 33}",0.69426429271698,0.5,0.5,0.3333333333333333,0.4854838709677419,"{""0"": 20}"
eegnet_iranies_tmin_temporal_ce_clean_t7983_tp124,3407,2027,4,2,0.6936923435756138,0.5324675324675324,0.5310391363022942,0.5259917920656635,0.5177000418935903,"{""1"": 47, ""0"": 30}",0.6940839290618896,0.6,0.6,0.5238095238095238,0.5012096774193548,"{""0"": 18, ""1"": 2}"
eegnet_iranies_tmin_temporal_ce_clean_t7983_tp124,3407,2027,4,3,0.6879764586300045,0.6233766233766234,0.6238191632928476,0.6231223628691983,0.5400083787180562,"{""1"": 36, ""0"": 41}",0.6931854605674743,0.6,0.6000000000000001,0.5833333333333333,0.5282258064516129,"{""0"": 14, ""1"": 6}"
eegnet_iranies_tmin_temporal_ce_clean_t7983_tp124,3407,2027,4,4,0.6858038313977131,0.6493506493506493,0.6501349527665317,0.6484018264840182,0.5520527859237536,"{""1"": 34, ""0"": 43}",0.6915138006210327,0.75,0.75,0.7493734335839599,0.5508064516129032,"{""1"": 11, ""0"": 9}"
eegnet_iranies_tmin_temporal_ce_clean_t7983_tp124,3407,2027,4,5,0.6812862010745259,0.6753246753246753,0.676450742240216,0.6733412523332768,0.571219103477168,"{""0"": 45, ""1"": 32}",0.6888076543807984,0.8,0.8,0.797979797979798,0.5733870967741935,"{""1"": 12, ""0"": 8}"
eegnet_iranies_tmin_temporal_ce_clean_t7983_tp124,3407,2027,4,6,0.6734414959882761,0.7142857142857143,0.7152496626180838,0.7130758807588076,0.6096564725596983,"{""1"": 33, ""0"": 44}",0.6854583859443665,0.7,0.7,0.6875,0.5879032258064516,"{""1"": 14, ""0"": 6}"
eegnet_iranies_tmin_temporal_ce_clean_t7983_tp124,3407,2027,4,7,0.6704316804935406,0.7142857142857143,0.715587044534413,0.7119047619047619,0.61646418098031,"{""1"": 31, ""0"": 46}",0.6815780639648438,0.75,0.75,0.7442455242966752,0.6137096774193549,"{""1"": 13, ""0"": 7}"
eegnet_iranies_tmin_temporal_ce_clean_t7983_tp124,3407,2027,4,8,0.665430355381656,0.6623376623376623,0.6639676113360324,0.6576607387140903,0.6220150816925011,"{""0"": 48, ""1"": 29}",0.6780148983001709,0.75,0.75,0.7442455242966752,0.6213709677419355,"{""1"": 13, ""0"": 7}"
eegnet_iranies_tmin_temporal_ce_clean_t7983_tp124,3407,2027,4,9,0.6501640460707925,0.7402597402597403,0.7412280701754386,0.7391598915989159,0.6502932551319648,"{""1"": 33, ""0"": 44}",0.6689375758171081,0.8,0.8,0.797979797979798,0.6314516129032258,"{""1"": 12, ""0"": 8}"
eegnet_iranies_tmin_temporal_ce_clean_t7983_tp124,3407,2027,4,10,0.6387642838738181,0.6753246753246753,0.6767881241565452,0.6717817561807331,0.6579388353581902,"{""0"": 47, ""1"": 30}",0.6619486927986145,0.75,0.75,0.7493734335839599,0.6387096774193548,"{""1"": 11, ""0"": 9}"
eegnet_iranies_tmin_temporal_ce_clean_t7983_tp124,3407,2027,4,11,0.6406106414732995,0.6883116883116883,0.689608636977058,0.6857142857142857,0.6433808127356514,"{""0"": 46, ""1"": 31}",0.6509600877761841,0.7,0.7,0.6875,0.6415322580645161,"{""1"": 14, ""0"": 6}"
