mean_accuracy,std_accuracy,mean_balanced_accuracy,std_balanced_accuracy,mean_f1_macro,std_f1_macro
0.4890909090909091,0.08962732759175446,0.5233333333333333,0.0521749194749951,0.37023809523809526,0.1335079373335749
