fold,best_epoch,best_val_subject_balanced_accuracy,aggregation,train_label_counts,class_weights,test_subject_accuracy,test_subject_balanced_accuracy,test_subject_macro_precision,test_subject_macro_recall,test_subject_macro_f1,test_subject_macro_auc_ovr,test_subjects,test_y_true,test_y_pred,test_subject_details,test_confusion_matrix,model_path,history_csv,training_plot
1,24,0.4444444444444444,majority_vote,"[7, 7, 8]","[1.0434782608695652, 1.0434782608695652, 0.9130434782608695]",0.125,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.638888888888889,"[0, 1, 4, 6, 19, 30, 37, 40]","[2, 1, 1, 2, 2, 0, 0, 1]","[2, 0, 0, 0, 0, 2, 2, 0]","[{'subject_id': 0, 'true_label': 2, 'pred_label': 2, 'votes': [92, 0, 206], 'mean_prob': [0.43856996297836304, 0.11947275698184967, 0.4419572651386261], 'n_epochs': 298}, {'subject_id': 1, 'true_label': 1, 'pred_label': 0, 'votes': [285, 0, 19], 'mean_prob': [0.4410374164581299, 0.11866653710603714, 0.44029608368873596], 'n_epochs': 304}, {'subject_id': 4, 'true_label': 1, 'pred_label': 0, 'votes': [290, 2, 12], 'mean_prob': [0.4392533600330353, 0.12118766456842422, 0.43955907225608826], 'n_epochs': 304}, {'subject_id': 6, 'true_label': 2, 'pred_label': 0, 'votes': [213, 0, 91], 'mean_prob': [0.44029566645622253, 0.11885035783052444, 0.44085392355918884], 'n_epochs': 304}, {'subject_id': 19, 'true_label': 2, 'pred_label': 0, 'votes': [264, 0, 40], 'mean_prob': [0.4408174455165863, 0.11868739128112793, 0.440495103597641], 'n_epochs': 304}, {'subject_id': 30, 'true_label': 0, 'pred_label': 2, 'votes': [66, 0, 238], 'mean_prob': [0.4497413635253906, 0.11669719964265823, 0.43356141448020935], 'n_epochs': 304}, {'subject_id': 37, 'true_label': 0, 'pred_label': 2, 'votes': [136, 0, 168], 'mean_prob': [0.4390738010406494, 0.11923014372587204, 0.4416961669921875], 'n_epochs': 304}, {'subject_id': 40, 'true_label': 1, 'pred_label': 0, 'votes': [239, 0, 65], 'mean_prob': [0.4406450688838959, 0.11877558380365372, 0.4405795633792877], 'n_epochs': 304}]","[[0, 0, 2], [3, 0, 0], [2, 0, 1]]",C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\models\eeg_arch_ablation_2s_01_25_nonotch_overlap50\eegformer\closed\majority_vote\fold_01_best.pt,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\models\eeg_arch_ablation_2s_01_25_nonotch_overlap50\eegformer\closed\majority_vote\fold_01_history.csv,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\models\eeg_arch_ablation_2s_01_25_nonotch_overlap50\eegformer\closed\majority_vote\fold_01_training_plot.png
2,32,0.5,majority_vote,"[6, 7, 10]","[1.2209302325581395, 1.0465116279069768, 0.7325581395348838]",0.42857142857142855,0.3333333333333333,0.14285714285714285,0.3333333333333333,0.19999999999999998,0.19444444444444442,"[2, 7, 11, 16, 27, 31, 41]","[0, 0, 1, 1, 0, 2, 2]","[0, 0, 0, 0, 0, 0, 0]","[{'subject_id': 2, 'true_label': 0, 'pred_label': 0, 'votes': [250, 0, 54], 'mean_prob': [0.7939677238464355, 0.012000628747045994, 0.19403155148029327], 'n_epochs': 304}, {'subject_id': 7, 'true_label': 0, 'pred_label': 0, 'votes': [286, 2, 16], 'mean_prob': [0.9329708218574524, 0.010688976384699345, 0.05633988976478577], 'n_epochs': 304}, {'subject_id': 11, 'true_label': 1, 'pred_label': 0, 'votes': [299, 0, 5], 'mean_prob': [0.9774543642997742, 0.0012330148601904511, 0.021312246099114418], 'n_epochs': 304}, {'subject_id': 16, 'true_label': 1, 'pred_label': 0, 'votes': [301, 1, 2], 'mean_prob': [0.9899401664733887, 0.0020666117779910564, 0.007992930710315704], 'n_epochs': 304}, {'subject_id': 27, 'true_label': 0, 'pred_label': 0, 'votes': [198, 6, 100], 'mean_prob': [0.6396793723106384, 0.026574837043881416, 0.33374571800231934], 'n_epochs': 304}, {'subject_id': 31, 'true_label': 2, 'pred_label': 0, 'votes': [304, 0, 0], 'mean_prob': [0.9990876913070679, 0.00027298572240397334, 0.0006394584779627621], 'n_epochs': 304}, {'subject_id': 41, 'true_label': 2, 'pred_label': 0, 'votes': [253, 1, 50], 'mean_prob': [0.8229588270187378, 0.019120490178465843, 0.1579206883907318], 'n_epochs': 304}]","[[3, 0, 0], [2, 0, 0], [2, 0, 0]]",C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\models\eeg_arch_ablation_2s_01_25_nonotch_overlap50\eegformer\closed\majority_vote\fold_02_best.pt,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\models\eeg_arch_ablation_2s_01_25_nonotch_overlap50\eegformer\closed\majority_vote\fold_02_history.csv,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\models\eeg_arch_ablation_2s_01_25_nonotch_overlap50\eegformer\closed\majority_vote\fold_02_training_plot.png
3,3,0.5,majority_vote,"[7, 7, 9]","[1.0799999999999998, 1.0799999999999998, 0.8399999999999999]",0.42857142857142855,0.4444444444444444,0.3,0.4444444444444444,0.3238095238095238,0.5666666666666667,"[8, 9, 13, 22, 35, 39, 43]","[1, 2, 0, 2, 0, 2, 1]","[1, 1, 1, 1, 2, 2, 1]","[{'subject_id': 8, 'true_label': 1, 'pred_label': 1, 'votes': [0, 225, 79], 'mean_prob': [0.0975484624505043, 0.453976035118103, 0.4484754502773285], 'n_epochs': 304}, {'subject_id': 9, 'true_label': 2, 'pred_label': 1, 'votes': [1, 222, 81], 'mean_prob': [0.09952423721551895, 0.45217499136924744, 0.4483008086681366], 'n_epochs': 304}, {'subject_id': 13, 'true_label': 0, 'pred_label': 1, 'votes': [0, 272, 32], 'mean_prob': [0.09932655841112137, 0.4603503942489624, 0.4403229355812073], 'n_epochs': 304}, {'subject_id': 22, 'true_label': 2, 'pred_label': 1, 'votes': [0, 290, 14], 'mean_prob': [0.09459783136844635, 0.46395280957221985, 0.4414494037628174], 'n_epochs': 304}, {'subject_id': 35, 'true_label': 0, 'pred_label': 2, 'votes': [0, 111, 193], 'mean_prob': [0.09430014342069626, 0.44477272033691406, 0.4609270989894867], 'n_epochs': 304}, {'subject_id': 39, 'true_label': 2, 'pred_label': 2, 'votes': [0, 32, 272], 'mean_prob': [0.08802776783704758, 0.43729642033576965, 0.4746757447719574], 'n_epochs': 304}, {'subject_id': 43, 'true_label': 1, 'pred_label': 1, 'votes': [0, 156, 148], 'mean_prob': [0.08982817083597183, 0.4532066583633423, 0.4569653868675232], 'n_epochs': 304}]","[[0, 1, 1], [0, 2, 0], [0, 2, 1]]",C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\models\eeg_arch_ablation_2s_01_25_nonotch_overlap50\eegformer\closed\majority_vote\fold_03_best.pt,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\models\eeg_arch_ablation_2s_01_25_nonotch_overlap50\eegformer\closed\majority_vote\fold_03_history.csv,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\models\eeg_arch_ablation_2s_01_25_nonotch_overlap50\eegformer\closed\majority_vote\fold_03_training_plot.png
4,1,0.3333333333333333,majority_vote,"[7, 7, 9]","[1.0799999999999998, 1.0799999999999998, 0.8399999999999999]",0.2857142857142857,0.3333333333333333,0.09523809523809523,0.3333333333333333,0.14814814814814814,0.1722222222222222,"[3, 10, 14, 18, 24, 25, 33]","[2, 0, 0, 1, 2, 2, 1]","[1, 1, 1, 1, 1, 1, 1]","[{'subject_id': 3, 'true_label': 2, 'pred_label': 1, 'votes': [0, 304, 0], 'mean_prob': [0.24128331243991852, 0.3999170958995819, 0.35879960656166077], 'n_epochs': 304}, {'subject_id': 10, 'true_label': 0, 'pred_label': 1, 'votes': [0, 304, 0], 'mean_prob': [0.24098968505859375, 0.3999086022377014, 0.3591018617153168], 'n_epochs': 304}, {'subject_id': 14, 'true_label': 0, 'pred_label': 1, 'votes': [0, 303, 1], 'mean_prob': [0.24037349224090576, 0.4073917865753174, 0.3522343933582306], 'n_epochs': 304}, {'subject_id': 18, 'true_label': 1, 'pred_label': 1, 'votes': [0, 304, 0], 'mean_prob': [0.2410687655210495, 0.39982011914253235, 0.35911130905151367], 'n_epochs': 304}, {'subject_id': 24, 'true_label': 2, 'pred_label': 1, 'votes': [0, 304, 0], 'mean_prob': [0.24237757921218872, 0.3998182713985443, 0.35780397057533264], 'n_epochs': 304}, {'subject_id': 25, 'true_label': 2, 'pred_label': 1, 'votes': [0, 304, 0], 'mean_prob': [0.2411629557609558, 0.3999214172363281, 0.3589157164096832], 'n_epochs': 304}, {'subject_id': 33, 'true_label': 1, 'pred_label': 1, 'votes': [0, 304, 0], 'mean_prob': [0.24140505492687225, 0.39981409907341003, 0.35878077149391174], 'n_epochs': 304}]","[[0, 2, 0], [0, 2, 0], [0, 3, 0]]",C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\models\eeg_arch_ablation_2s_01_25_nonotch_overlap50\eegformer\closed\majority_vote\fold_04_best.pt,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\models\eeg_arch_ablation_2s_01_25_nonotch_overlap50\eegformer\closed\majority_vote\fold_04_history.csv,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\models\eeg_arch_ablation_2s_01_25_nonotch_overlap50\eegformer\closed\majority_vote\fold_04_training_plot.png
5,1,0.3333333333333333,majority_vote,"[7, 7, 9]","[1.0799999999999998, 1.0799999999999998, 0.8399999999999999]",0.2857142857142857,0.3333333333333333,0.09523809523809523,0.3333333333333333,0.14814814814814814,0.28888888888888886,"[5, 15, 20, 21, 23, 26, 38]","[0, 2, 2, 1, 1, 0, 2]","[1, 1, 1, 1, 1, 1, 1]","[{'subject_id': 5, 'true_label': 0, 'pred_label': 1, 'votes': [0, 304, 0], 'mean_prob': [0.22097745537757874, 0.4258027970790863, 0.3532198965549469], 'n_epochs': 304}, {'subject_id': 15, 'true_label': 2, 'pred_label': 1, 'votes': [0, 304, 0], 'mean_prob': [0.2208031862974167, 0.42667141556739807, 0.35252538323402405], 'n_epochs': 304}, {'subject_id': 20, 'true_label': 2, 'pred_label': 1, 'votes': [0, 304, 0], 'mean_prob': [0.22154280543327332, 0.42463675141334534, 0.3538205921649933], 'n_epochs': 304}, {'subject_id': 21, 'true_label': 1, 'pred_label': 1, 'votes': [0, 304, 0], 'mean_prob': [0.22095732390880585, 0.425314337015152, 0.35372859239578247], 'n_epochs': 304}, {'subject_id': 23, 'true_label': 1, 'pred_label': 1, 'votes': [0, 302, 2], 'mean_prob': [0.22109097242355347, 0.4222681224346161, 0.3566410541534424], 'n_epochs': 304}, {'subject_id': 26, 'true_label': 0, 'pred_label': 1, 'votes': [0, 298, 0], 'mean_prob': [0.22089321911334991, 0.42528170347213745, 0.3538249433040619], 'n_epochs': 298}, {'subject_id': 38, 'true_label': 2, 'pred_label': 1, 'votes': [0, 304, 0], 'mean_prob': [0.22080567479133606, 0.4260469675064087, 0.35314732789993286], 'n_epochs': 304}]","[[0, 2, 0], [0, 2, 0], [0, 3, 0]]",C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\models\eeg_arch_ablation_2s_01_25_nonotch_overlap50\eegformer\closed\majority_vote\fold_05_best.pt,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\models\eeg_arch_ablation_2s_01_25_nonotch_overlap50\eegformer\closed\majority_vote\fold_05_history.csv,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\models\eeg_arch_ablation_2s_01_25_nonotch_overlap50\eegformer\closed\majority_vote\fold_05_training_plot.png
