config,n_runs,mean_test_bacc,std_test_bacc,median_test_bacc,min_test_bacc,max_test_bacc,mean_test_acc,std_test_acc,mean_test_macro_f1,std_test_macro_f1,mean_val_bacc,std_val_bacc,mean_best_epoch,frac_test_bacc_gt_chance,frac_test_bacc_gt_majority,mean_test_bacc_minus_chance,mean_test_bacc_minus_majority
eegnet_small_t600_meanmax050,45,0.308641975308642,0.05869363900592697,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.2873015873015874,0.061720818123357134,0.15088504088504084,0.02708595337820053,0.36172839506172844,0.06867985373830453,15.177777777777777,0.0,0.0,-0.024691358024691353,-0.024691358024691353
