init_seed,n_runs,mean_test_bacc,std_test_bacc,mean_test_acc,std_test_acc,mean_test_macro_f1,std_test_macro_f1,frac_test_bacc_gt_chance,frac_test_bacc_gt_majority
1680,15,0.28518518518518515,0.08096275480786691,0.2785714285714286,0.07777893469452858,0.1532275132275132,0.0373278722462354,0.0,0.0
4750,15,0.3333333333333333,0.0,0.305952380952381,0.05681774008132905,0.155331088664422,0.02100329601236701,0.0,0.0
7464,15,0.3074074074074074,0.05502391121511249,0.2773809523809524,0.046205639561725215,0.14409652076318744,0.019869850807937992,0.0,0.0
