mean_accuracy,std_accuracy,mean_balanced_accuracy,std_balanced_accuracy,mean_f1_macro,std_f1_macro
0.5854545454545453,0.10337287077963511,0.5666666666666667,0.10606601717798214,0.4982326007326007,0.16691651712789604
