config,split_seed,init_seed,fold,best_epoch,best_val_bacc,best_val_loss,F1,D,F2,temporal_kern,separable_kern,pool1,pool2,total_pool,agg,meanmax_alpha,lr,weight_decay,dropout,standardize,class_weights,chance_bacc,majority_class,majority_test_bacc,majority_test_acc,majority_test_macro_f1,train_bacc,train_acc,train_macro_f1,val_bacc,val_acc,val_macro_f1,test_bacc,test_acc,test_macro_f1,test_loss,test_bacc_minus_chance,test_bacc_minus_majority,test_acc_minus_majority,test_macro_f1_minus_majority,test_gt_chance,test_gt_majority_bacc,train_pred_counts,val_pred_counts,test_pred_counts,test_target_counts,test_confusion_matrix,history_path,predictions_path,checkpoint_path
eegnet_small_t600_meanmax050,1685,4750,1,11,0.5,1.1838148832321167,8,2,16,63,15,8,8,64,meanmax,0.5,0.0001,0.0001,0.5,True,"[1.2222222089767456, 1.047619104385376, 0.8148148059844971]",0.3333333333333333,2,0.3333333333333333,0.375,0.1818181818181818,0.4126984126984126,0.4090909090909091,0.4064814814814815,0.5,0.5,0.43333333333333335,0.5555555555555555,0.5,0.4904761904761905,1.0304927825927734,0.22222222222222215,0.22222222222222215,0.125,0.30865800865800874,1,1,"{""1"": 11, ""2"": 7, ""0"": 4}","{""1"": 3, ""2"": 2, ""0"": 1}","{""1"": 5, ""2"": 2, ""0"": 1}","{""1"": 2, ""0"": 3, ""2"": 3}","[[1, 1, 1], [0, 2, 0], [0, 2, 1]]",outputs\eeg_ct\eegnet_baseline_closed_R10is4750_1680_7464\eegnet_small_t600_meanmax050\splitseed_1685\initseed_4750\fold_1\history.csv,outputs\eeg_ct\eegnet_baseline_closed_R10is4750_1680_7464\eegnet_small_t600_meanmax050\splitseed_1685\initseed_4750\fold_1\predictions.csv,
eegnet_small_t600_meanmax050,1685,1680,1,3,0.5,1.0928810834884644,8,2,16,63,15,8,8,64,meanmax,0.5,0.0001,0.0001,0.5,True,"[1.2222222089767456, 1.047619104385376, 0.8148148059844971]",0.3333333333333333,2,0.3333333333333333,0.375,0.1818181818181818,0.4338624338624338,0.45454545454545453,0.3473389355742296,0.5,0.5,0.38888888888888884,0.4444444444444444,0.375,0.30158730158730157,1.1433460712432861,0.1111111111111111,0.1111111111111111,0.0,0.11976911976911978,1,1,"{""1"": 14, ""2"": 8}","{""1"": 4, ""2"": 2}","{""1"": 5, ""2"": 3}","{""1"": 2, ""0"": 3, ""2"": 3}","[[0, 1, 2], [0, 2, 0], [0, 2, 1]]",outputs\eeg_ct\eegnet_baseline_closed_R10is4750_1680_7464\eegnet_small_t600_meanmax050\splitseed_1685\initseed_1680\fold_1\history.csv,outputs\eeg_ct\eegnet_baseline_closed_R10is4750_1680_7464\eegnet_small_t600_meanmax050\splitseed_1685\initseed_1680\fold_1\predictions.csv,
eegnet_small_t600_meanmax050,1685,7464,1,1,0.5,1.1219229698181152,8,2,16,63,15,8,8,64,meanmax,0.5,0.0001,0.0001,0.5,True,"[1.2222222089767456, 1.047619104385376, 0.8148148059844971]",0.3333333333333333,2,0.3333333333333333,0.375,0.1818181818181818,0.40740740740740744,0.4090909090909091,0.3235294117647059,0.5,0.5,0.41269841269841273,0.2222222222222222,0.25,0.19047619047619047,1.0843757390975952,-0.1111111111111111,-0.1111111111111111,-0.125,0.00865800865800867,0,0,"{""2"": 11, ""0"": 11}","{""0"": 5, ""2"": 1}","{""2"": 4, ""0"": 4}","{""1"": 2, ""0"": 3, ""2"": 3}","[[1, 0, 2], [1, 0, 1], [2, 0, 1]]",outputs\eeg_ct\eegnet_baseline_closed_R10is4750_1680_7464\eegnet_small_t600_meanmax050\splitseed_1685\initseed_7464\fold_1\history.csv,outputs\eeg_ct\eegnet_baseline_closed_R10is4750_1680_7464\eegnet_small_t600_meanmax050\splitseed_1685\initseed_7464\fold_1\predictions.csv,
eegnet_small_t600_meanmax050,1685,4750,2,15,0.4444444444444444,1.040507197380066,8,2,16,63,15,8,8,64,meanmax,0.5,0.0001,0.0001,0.5,True,"[0.9583333134651184, 1.2777777910232544, 0.8518518805503845]",0.3333333333333333,2,0.3333333333333333,0.2857142857142857,0.14814814814814814,0.4953703703703703,0.4782608695652174,0.48148148148148145,0.4444444444444444,0.5,0.38888888888888884,0.0,0.0,0.0,1.3540863990783691,-0.3333333333333333,-0.3333333333333333,-0.2857142857142857,-0.14814814814814814,0,0,"{""1"": 10, ""2"": 9, ""0"": 4}","{""1"": 4, ""0"": 1, ""2"": 1}","{""2"": 3, ""1"": 3, ""0"": 1}","{""0"": 2, ""1"": 3, ""2"": 2}","[[0, 1, 1], [1, 0, 2], [0, 2, 0]]",outputs\eeg_ct\eegnet_baseline_closed_R10is4750_1680_7464\eegnet_small_t600_meanmax050\splitseed_1685\initseed_4750\fold_2\history.csv,outputs\eeg_ct\eegnet_baseline_closed_R10is4750_1680_7464\eegnet_small_t600_meanmax050\splitseed_1685\initseed_4750\fold_2\predictions.csv,
eegnet_small_t600_meanmax050,1685,1680,2,8,0.6666666666666666,0.9888530969619751,8,2,16,63,15,8,8,64,meanmax,0.5,0.0001,0.0001,0.5,True,"[0.9583333134651184, 1.2777777910232544, 0.8518518805503845]",0.3333333333333333,2,0.3333333333333333,0.2857142857142857,0.14814814814814814,0.25925925925925924,0.30434782608695654,0.16091954022988506,0.6666666666666666,0.8333333333333334,0.6,0.4444444444444444,0.42857142857142855,0.3238095238095238,1.1313663721084595,0.1111111111111111,0.1111111111111111,0.14285714285714285,0.17566137566137568,1,1,"{""2"": 20, ""1"": 3}","{""1"": 3, ""2"": 3}","{""2"": 5, ""1"": 2}","{""0"": 2, ""1"": 3, ""2"": 2}","[[0, 1, 1], [0, 1, 2], [0, 0, 2]]",outputs\eeg_ct\eegnet_baseline_closed_R10is4750_1680_7464\eegnet_small_t600_meanmax050\splitseed_1685\initseed_1680\fold_2\history.csv,outputs\eeg_ct\eegnet_baseline_closed_R10is4750_1680_7464\eegnet_small_t600_meanmax050\splitseed_1685\initseed_1680\fold_2\predictions.csv,
eegnet_small_t600_meanmax050,1685,7464,2,11,0.2222222222222222,1.121140718460083,8,2,16,63,15,8,8,64,meanmax,0.5,0.0001,0.0001,0.5,True,"[0.9583333134651184, 1.2777777910232544, 0.8518518805503845]",0.3333333333333333,2,0.3333333333333333,0.2857142857142857,0.14814814814814814,0.39351851851851855,0.43478260869565216,0.3367003367003367,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.27777777777777773,0.2857142857142857,0.2619047619047619,1.1275626420974731,-0.05555555555555558,-0.05555555555555558,0.0,0.11375661375661378,0,0,"{""0"": 14, ""2"": 9}","{""0"": 3, ""2"": 3}","{""2"": 5, ""0"": 1, ""1"": 1}","{""0"": 2, ""1"": 3, ""2"": 2}","[[0, 0, 2], [0, 1, 2], [1, 0, 1]]",outputs\eeg_ct\eegnet_baseline_closed_R10is4750_1680_7464\eegnet_small_t600_meanmax050\splitseed_1685\initseed_7464\fold_2\history.csv,outputs\eeg_ct\eegnet_baseline_closed_R10is4750_1680_7464\eegnet_small_t600_meanmax050\splitseed_1685\initseed_7464\fold_2\predictions.csv,
eegnet_small_t600_meanmax050,1685,4750,3,10,0.6666666666666666,1.038742184638977,8,2,16,63,15,8,8,64,meanmax,0.5,0.0001,0.0001,0.5,True,"[1.0952380895614624, 1.0952380895614624, 0.8518518805503845]",0.3333333333333333,2,0.3333333333333333,0.42857142857142855,0.19999999999999998,0.2751322751322751,0.2608695652173913,0.23809523809523805,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7222222222222222,0.7142857142857143,0.7111111111111111,1.0469592809677124,0.3888888888888889,0.3888888888888889,0.28571428571428575,0.5111111111111112,1,1,"{""1"": 14, ""2"": 6, ""0"": 3}","{""1"": 4, ""0"": 1, ""2"": 1}","{""1"": 3, ""0"": 1, ""2"": 3}","{""2"": 3, ""0"": 2, ""1"": 2}","[[1, 0, 1], [0, 2, 0], [0, 1, 2]]",outputs\eeg_ct\eegnet_baseline_closed_R10is4750_1680_7464\eegnet_small_t600_meanmax050\splitseed_1685\initseed_4750\fold_3\history.csv,outputs\eeg_ct\eegnet_baseline_closed_R10is4750_1680_7464\eegnet_small_t600_meanmax050\splitseed_1685\initseed_4750\fold_3\predictions.csv,
eegnet_small_t600_meanmax050,1685,1680,3,5,0.6666666666666666,1.0850672721862793,8,2,16,63,15,8,8,64,meanmax,0.5,0.0001,0.0001,0.5,True,"[1.0952380895614624, 1.0952380895614624, 0.8518518805503845]",0.3333333333333333,2,0.3333333333333333,0.42857142857142855,0.19999999999999998,0.291005291005291,0.30434782608695654,0.23809523809523805,0.6666666666666666,0.6666666666666666,0.5333333333333333,0.38888888888888884,0.42857142857142855,0.3333333333333333,1.1066045761108398,0.055555555555555525,0.055555555555555525,0.0,0.13333333333333333,1,1,"{""1"": 11, ""2"": 12}","{""1"": 3, ""2"": 3}","{""2"": 5, ""1"": 2}","{""2"": 3, ""0"": 2, ""1"": 2}","[[0, 0, 2], [0, 1, 1], [0, 1, 2]]",outputs\eeg_ct\eegnet_baseline_closed_R10is4750_1680_7464\eegnet_small_t600_meanmax050\splitseed_1685\initseed_1680\fold_3\history.csv,outputs\eeg_ct\eegnet_baseline_closed_R10is4750_1680_7464\eegnet_small_t600_meanmax050\splitseed_1685\initseed_1680\fold_3\predictions.csv,
eegnet_small_t600_meanmax050,1685,7464,3,10,0.6666666666666666,1.0903011560440063,8,2,16,63,15,8,8,64,meanmax,0.5,0.0001,0.0001,0.5,True,"[1.0952380895614624, 1.0952380895614624, 0.8518518805503845]",0.3333333333333333,2,0.3333333333333333,0.42857142857142855,0.19999999999999998,0.30158730158730157,0.30434782608695654,0.29444444444444445,0.6666666666666666,0.6666666666666666,0.5555555555555555,0.4444444444444444,0.42857142857142855,0.3333333333333333,1.1574766635894775,0.1111111111111111,0.1111111111111111,0.0,0.13333333333333333,1,1,"{""2"": 9, ""0"": 13, ""1"": 1}","{""0"": 4, ""2"": 2}","{""0"": 6, ""2"": 1}","{""2"": 3, ""0"": 2, ""1"": 2}","[[2, 0, 0], [2, 0, 0], [2, 0, 1]]",outputs\eeg_ct\eegnet_baseline_closed_R10is4750_1680_7464\eegnet_small_t600_meanmax050\splitseed_1685\initseed_7464\fold_3\history.csv,outputs\eeg_ct\eegnet_baseline_closed_R10is4750_1680_7464\eegnet_small_t600_meanmax050\splitseed_1685\initseed_7464\fold_3\predictions.csv,
eegnet_small_t600_meanmax050,1685,4750,4,12,0.8888888888888888,0.9928811192512512,8,2,16,63,15,8,8,64,meanmax,0.5,0.0001,0.0001,0.5,True,"[0.9583333134651184, 1.0952380895614624, 0.9583333134651184]",0.3333333333333333,0,0.3333333333333333,0.2857142857142857,0.14814814814814814,0.4047619047619048,0.391304347826087,0.3751803751803752,0.8888888888888888,0.8333333333333334,0.8222222222222223,0.27777777777777773,0.2857142857142857,0.24444444444444446,1.1801769733428955,-0.05555555555555558,-0.05555555555555558,0.0,0.09629629629629632,0,0,"{""1"": 14, ""2"": 6, ""0"": 3}","{""0"": 2, ""1"": 2, ""2"": 2}","{""2"": 3, ""1"": 3, ""0"": 1}","{""1"": 2, ""2"": 3, ""0"": 2}","[[0, 1, 1], [0, 1, 1], [1, 1, 1]]",outputs\eeg_ct\eegnet_baseline_closed_R10is4750_1680_7464\eegnet_small_t600_meanmax050\splitseed_1685\initseed_4750\fold_4\history.csv,outputs\eeg_ct\eegnet_baseline_closed_R10is4750_1680_7464\eegnet_small_t600_meanmax050\splitseed_1685\initseed_4750\fold_4\predictions.csv,
