fold,n_runs,mean_test_bacc,std_test_bacc,mean_test_acc,std_test_acc,mean_test_macro_f1,std_test_macro_f1,frac_test_bacc_gt_chance,frac_test_bacc_gt_majority
1,30,0.3277777777777777,0.1511626574242934,0.3339285714285714,0.13857101594575708,0.25793009459676125,0.1419817486739379,0.36666666666666664,0.36666666666666664
2,30,0.37037037037037035,0.1518534093307039,0.36190476190476184,0.15346494570859423,0.28165784832451496,0.14465946887746434,0.43333333333333335,0.43333333333333335
3,30,0.3685185185185185,0.14913068184240352,0.37261904761904757,0.1627020838759721,0.28219576719576717,0.14627136257320675,0.5,0.5
4,30,0.36481481481481476,0.126082653576338,0.3714285714285714,0.13316902848554255,0.27663139329805997,0.12853261174523187,0.43333333333333335,0.43333333333333335
5,30,0.41481481481481475,0.11828681053830599,0.41428571428571426,0.11471593898531975,0.3120194003527337,0.12305661668759629,0.6333333333333333,0.6333333333333333
