fold,n_runs,mean_test_bacc,std_test_bacc,mean_test_acc,std_test_acc,mean_test_macro_f1,std_test_macro_f1,frac_test_bacc_gt_chance,frac_test_bacc_gt_majority
1,20,0.36666666666666664,0.07939013806570855,0.375,0.09068453126375146,0.25177729677729677,0.10743677787129101,0.3,0.3
2,20,0.3,0.11169437554445212,0.2928571428571428,0.11793970678312805,0.16693121693121693,0.07705799241277435,0.05,0.05
3,20,0.3194444444444444,0.11802330140744965,0.3357142857142857,0.13332885778381848,0.20488095238095236,0.11074938384009499,0.2,0.2
4,20,0.37777777777777777,0.12037411899995881,0.39285714285714285,0.130066495428618,0.25542328042328044,0.15740099535531496,0.35,0.35
5,20,0.3222222222222222,0.09296222517045283,0.3357142857142857,0.12501342570220292,0.1949074074074074,0.10208970101651947,0.15,0.15
