config,n_runs,mean_test_bacc,std_test_bacc,median_test_bacc,min_test_bacc,max_test_bacc,mean_test_acc,std_test_acc,mean_test_macro_f1,std_test_macro_f1,mean_val_bacc,std_val_bacc,mean_best_epoch,frac_test_bacc_gt_chance,frac_test_bacc_gt_majority,mean_test_bacc_minus_chance,mean_test_bacc_minus_majority
eegnet_small_t600_meanmax050,100,0.3372222222222222,0.10776528095830516,0.3333333333333333,0.0,0.8333333333333334,0.3464285714285715,0.12301296370436772,0.21478403078403072,0.11677425775509984,0.41888888888888887,0.11881801384477318,10.64,0.21,0.21,0.0038888888888888844,0.0038888888888888844
