split_seed,n_runs,mean_test_bacc,std_test_bacc,mean_test_acc,std_test_acc,mean_test_macro_f1,std_test_macro_f1,frac_test_bacc_gt_chance,frac_test_bacc_gt_majority
1685,15,0.4037037037037037,0.1520968471442741,0.3976190476190476,0.1446738230059886,0.3214814814814815,0.13861666443477894,0.7333333333333333,0.7333333333333333
4557,15,0.36666666666666664,0.132470754817183,0.369047619047619,0.12029533223783813,0.2551723585056918,0.1271558587150075,0.4666666666666667,0.4666666666666667
7233,15,0.3888888888888889,0.12944052722460386,0.39166666666666666,0.1390544041304197,0.3011816578483245,0.1261884505173053,0.6,0.6
