config,n_runs,mean_test_bacc,std_test_bacc,median_test_bacc,min_test_bacc,max_test_bacc,mean_test_acc,std_test_acc,mean_test_macro_f1,std_test_macro_f1,mean_val_bacc,std_val_bacc,mean_best_epoch,frac_test_bacc_gt_chance,frac_test_bacc_gt_majority,mean_test_bacc_minus_chance,mean_test_bacc_minus_majority
eegnet_small_t600_meanmax050,45,0.38641975308641974,0.13605985200307302,0.38888888888888884,0.0,0.6666666666666666,0.3861111111111111,0.13255731385091518,0.2926118326118327,0.13081242910750343,0.482716049382716,0.1799512896361843,8.866666666666667,0.6,0.6,0.0530864197530864,0.0530864197530864
