fold,n_runs,mean_test_bacc,std_test_bacc,mean_test_acc,std_test_acc,mean_test_macro_f1,std_test_macro_f1,frac_test_bacc_gt_chance,frac_test_bacc_gt_majority
1,9,0.37037037037037035,0.1302893266617619,0.375,0.10825317547305482,0.2933648655870878,0.11912640080604611,0.5555555555555556,0.5555555555555556
2,9,0.30864197530864196,0.15493704195075472,0.30158730158730157,0.15058465048420852,0.196413874191652,0.12754252714429465,0.2222222222222222,0.2222222222222222
3,9,0.4135802469135802,0.10798059064528333,0.4126984126984127,0.11167656571008164,0.32336860670194,0.10401452314002829,0.8888888888888888,0.8888888888888888
4,9,0.3395061728395061,0.11264375056107816,0.3492063492063492,0.1259881576697424,0.25373309817754264,0.10850717396605161,0.4444444444444444,0.4444444444444444
5,9,0.5,0.1075828707279838,0.492063492063492,0.10378330817953985,0.39617871840094065,0.12578294809169757,0.8888888888888888,0.8888888888888888
