fold,best_epoch,best_val_subject_balanced_accuracy,aggregation,train_label_counts,class_weights,test_subject_accuracy,test_subject_balanced_accuracy,test_subject_macro_precision,test_subject_macro_recall,test_subject_macro_f1,test_subject_macro_auc_ovr,test_subjects,test_y_true,test_y_pred,test_subject_details,test_confusion_matrix,model_path,history_csv,training_plot
1,1,0.3333333333333333,majority_vote,"[7, 7, 8]","[1.0434782608695652, 1.0434782608695652, 0.9130434782608695]",0.375,0.3333333333333333,0.125,0.3333333333333333,0.1818181818181818,0.4611111111111111,"[0, 1, 4, 6, 19, 30, 37, 40]","[2, 1, 1, 2, 2, 0, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[{'subject_id': 0, 'true_label': 2, 'pred_label': 1, 'votes': [0, 298, 0], 'mean_prob': [0.3269786834716797, 0.35092225670814514, 0.3220990300178528], 'n_epochs': 298}, {'subject_id': 1, 'true_label': 1, 'pred_label': 1, 'votes': [0, 304, 0], 'mean_prob': [0.3269042372703552, 0.35069575905799866, 0.3224000334739685], 'n_epochs': 304}, {'subject_id': 4, 'true_label': 1, 'pred_label': 1, 'votes': [1, 302, 1], 'mean_prob': [0.32701388001441956, 0.3506840467453003, 0.3223021328449249], 'n_epochs': 304}, {'subject_id': 6, 'true_label': 2, 'pred_label': 1, 'votes': [0, 304, 0], 'mean_prob': [0.3269578218460083, 0.35070011019706726, 0.322342187166214], 'n_epochs': 304}, {'subject_id': 19, 'true_label': 2, 'pred_label': 1, 'votes': [0, 304, 0], 'mean_prob': [0.3268517851829529, 0.35086044669151306, 0.32228773832321167], 'n_epochs': 304}, {'subject_id': 30, 'true_label': 0, 'pred_label': 1, 'votes': [5, 295, 4], 'mean_prob': [0.3304011821746826, 0.34457892179489136, 0.3250199258327484], 'n_epochs': 304}, {'subject_id': 37, 'true_label': 0, 'pred_label': 1, 'votes': [0, 304, 0], 'mean_prob': [0.3269820213317871, 0.3508073389530182, 0.3222106993198395], 'n_epochs': 304}, {'subject_id': 40, 'true_label': 1, 'pred_label': 1, 'votes': [0, 304, 0], 'mean_prob': [0.3268413841724396, 0.3507908880710602, 0.32236772775650024], 'n_epochs': 304}]","[[0, 2, 0], [0, 3, 0], [0, 3, 0]]",C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\models\eeg_arch_ablation_2s_01_25_nonotch_overlap50\eegnet\closed\majority_vote\fold_01_best.pt,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\models\eeg_arch_ablation_2s_01_25_nonotch_overlap50\eegnet\closed\majority_vote\fold_01_history.csv,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\models\eeg_arch_ablation_2s_01_25_nonotch_overlap50\eegnet\closed\majority_vote\fold_01_training_plot.png
2,1,0.3333333333333333,majority_vote,"[6, 7, 10]","[1.2209302325581395, 1.0465116279069768, 0.7325581395348838]",0.42857142857142855,0.3333333333333333,0.14285714285714285,0.3333333333333333,0.19999999999999998,0.2222222222222222,"[2, 7, 11, 16, 27, 31, 41]","[0, 0, 1, 1, 0, 2, 2]","[0, 0, 0, 0, 0, 0, 0]","[{'subject_id': 2, 'true_label': 0, 'pred_label': 0, 'votes': [303, 1, 0], 'mean_prob': [0.38196825981140137, 0.31917646527290344, 0.29885515570640564], 'n_epochs': 304}, {'subject_id': 7, 'true_label': 0, 'pred_label': 0, 'votes': [283, 8, 13], 'mean_prob': [0.36888575553894043, 0.32133856415748596, 0.30977576971054077], 'n_epochs': 304}, {'subject_id': 11, 'true_label': 1, 'pred_label': 0, 'votes': [304, 0, 0], 'mean_prob': [0.3946869969367981, 0.312359094619751, 0.2929539978504181], 'n_epochs': 304}, {'subject_id': 16, 'true_label': 1, 'pred_label': 0, 'votes': [304, 0, 0], 'mean_prob': [0.3958527445793152, 0.3115619719028473, 0.29258525371551514], 'n_epochs': 304}, {'subject_id': 27, 'true_label': 0, 'pred_label': 0, 'votes': [304, 0, 0], 'mean_prob': [0.38852041959762573, 0.31511297821998596, 0.29636645317077637], 'n_epochs': 304}, {'subject_id': 31, 'true_label': 2, 'pred_label': 0, 'votes': [304, 0, 0], 'mean_prob': [0.3955794870853424, 0.31205111742019653, 0.29236912727355957], 'n_epochs': 304}, {'subject_id': 41, 'true_label': 2, 'pred_label': 0, 'votes': [264, 16, 24], 'mean_prob': [0.3761630654335022, 0.31795400381088257, 0.3058830201625824], 'n_epochs': 304}]","[[3, 0, 0], [2, 0, 0], [2, 0, 0]]",C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\models\eeg_arch_ablation_2s_01_25_nonotch_overlap50\eegnet\closed\majority_vote\fold_02_best.pt,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\models\eeg_arch_ablation_2s_01_25_nonotch_overlap50\eegnet\closed\majority_vote\fold_02_history.csv,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\models\eeg_arch_ablation_2s_01_25_nonotch_overlap50\eegnet\closed\majority_vote\fold_02_training_plot.png
3,1,0.3333333333333333,majority_vote,"[7, 7, 9]","[1.0799999999999998, 1.0799999999999998, 0.8399999999999999]",0.2857142857142857,0.3333333333333333,0.09523809523809523,0.3333333333333333,0.14814814814814814,0.47222222222222215,"[8, 9, 13, 22, 35, 39, 43]","[1, 2, 0, 2, 0, 2, 1]","[1, 1, 1, 1, 1, 1, 1]","[{'subject_id': 8, 'true_label': 1, 'pred_label': 1, 'votes': [0, 304, 0], 'mean_prob': [0.2996104955673218, 0.37563252449035645, 0.3247568607330322], 'n_epochs': 304}, {'subject_id': 9, 'true_label': 2, 'pred_label': 1, 'votes': [2, 301, 1], 'mean_prob': [0.30009061098098755, 0.37339720129966736, 0.32651227712631226], 'n_epochs': 304}, {'subject_id': 13, 'true_label': 0, 'pred_label': 1, 'votes': [0, 304, 0], 'mean_prob': [0.29957491159439087, 0.3756369352340698, 0.32478800415992737], 'n_epochs': 304}, {'subject_id': 22, 'true_label': 2, 'pred_label': 1, 'votes': [0, 304, 0], 'mean_prob': [0.29967257380485535, 0.37550386786460876, 0.32482343912124634], 'n_epochs': 304}, {'subject_id': 35, 'true_label': 0, 'pred_label': 1, 'votes': [0, 304, 0], 'mean_prob': [0.29961565136909485, 0.3756392002105713, 0.32474514842033386], 'n_epochs': 304}, {'subject_id': 39, 'true_label': 2, 'pred_label': 1, 'votes': [0, 304, 0], 'mean_prob': [0.29974040389060974, 0.37532874941825867, 0.32493069767951965], 'n_epochs': 304}, {'subject_id': 43, 'true_label': 1, 'pred_label': 1, 'votes': [0, 304, 0], 'mean_prob': [0.29987862706184387, 0.37521031498908997, 0.32491111755371094], 'n_epochs': 304}]","[[0, 2, 0], [0, 2, 0], [0, 3, 0]]",C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\models\eeg_arch_ablation_2s_01_25_nonotch_overlap50\eegnet\closed\majority_vote\fold_03_best.pt,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\models\eeg_arch_ablation_2s_01_25_nonotch_overlap50\eegnet\closed\majority_vote\fold_03_history.csv,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\models\eeg_arch_ablation_2s_01_25_nonotch_overlap50\eegnet\closed\majority_vote\fold_03_training_plot.png
4,10,0.5,majority_vote,"[7, 7, 9]","[1.0799999999999998, 1.0799999999999998, 0.8399999999999999]",0.2857142857142857,0.3333333333333333,0.19444444444444442,0.3333333333333333,0.24444444444444446,0.25555555555555554,"[3, 10, 14, 18, 24, 25, 33]","[2, 0, 0, 1, 2, 2, 1]","[1, 1, 0, 0, 1, 0, 1]","[{'subject_id': 3, 'true_label': 2, 'pred_label': 1, 'votes': [134, 170, 0], 'mean_prob': [0.4314922094345093, 0.43196406960487366, 0.13654343783855438], 'n_epochs': 304}, {'subject_id': 10, 'true_label': 0, 'pred_label': 1, 'votes': [65, 239, 0], 'mean_prob': [0.4290103018283844, 0.4339747726917267, 0.137015238404274], 'n_epochs': 304}, {'subject_id': 14, 'true_label': 0, 'pred_label': 0, 'votes': [168, 136, 0], 'mean_prob': [0.4307371973991394, 0.4309418201446533, 0.13832081854343414], 'n_epochs': 304}, {'subject_id': 18, 'true_label': 1, 'pred_label': 0, 'votes': [166, 138, 0], 'mean_prob': [0.43181169033050537, 0.43118566274642944, 0.13700255751609802], 'n_epochs': 304}, {'subject_id': 24, 'true_label': 2, 'pred_label': 1, 'votes': [142, 162, 0], 'mean_prob': [0.43114733695983887, 0.43163323402404785, 0.13721923530101776], 'n_epochs': 304}, {'subject_id': 25, 'true_label': 2, 'pred_label': 0, 'votes': [237, 67, 0], 'mean_prob': [0.43363118171691895, 0.4300922453403473, 0.13627661764621735], 'n_epochs': 304}, {'subject_id': 33, 'true_label': 1, 'pred_label': 1, 'votes': [119, 185, 0], 'mean_prob': [0.42927512526512146, 0.43164193630218506, 0.1390831023454666], 'n_epochs': 304}]","[[1, 1, 0], [1, 1, 0], [1, 2, 0]]",C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\models\eeg_arch_ablation_2s_01_25_nonotch_overlap50\eegnet\closed\majority_vote\fold_04_best.pt,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\models\eeg_arch_ablation_2s_01_25_nonotch_overlap50\eegnet\closed\majority_vote\fold_04_history.csv,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\models\eeg_arch_ablation_2s_01_25_nonotch_overlap50\eegnet\closed\majority_vote\fold_04_training_plot.png
5,1,0.3333333333333333,majority_vote,"[7, 7, 9]","[1.0799999999999998, 1.0799999999999998, 0.8399999999999999]",0.42857142857142855,0.3333333333333333,0.14285714285714285,0.3333333333333333,0.19999999999999998,0.31666666666666665,"[5, 15, 20, 21, 23, 26, 38]","[0, 2, 2, 1, 1, 0, 2]","[2, 2, 2, 2, 2, 2, 2]","[{'subject_id': 5, 'true_label': 0, 'pred_label': 2, 'votes': [0, 4, 300], 'mean_prob': [0.2882559895515442, 0.353349506855011, 0.3583947420120239], 'n_epochs': 304}, {'subject_id': 15, 'true_label': 2, 'pred_label': 2, 'votes': [0, 0, 304], 'mean_prob': [0.28812751173973083, 0.35343411564826965, 0.35843825340270996], 'n_epochs': 304}, {'subject_id': 20, 'true_label': 2, 'pred_label': 2, 'votes': [0, 5, 299], 'mean_prob': [0.28826481103897095, 0.3532378673553467, 0.3584975302219391], 'n_epochs': 304}, {'subject_id': 21, 'true_label': 1, 'pred_label': 2, 'votes': [0, 4, 300], 'mean_prob': [0.2881662845611572, 0.35300278663635254, 0.3588309586048126], 'n_epochs': 304}, {'subject_id': 23, 'true_label': 1, 'pred_label': 2, 'votes': [0, 25, 279], 'mean_prob': [0.28825482726097107, 0.35313519835472107, 0.3586101233959198], 'n_epochs': 304}, {'subject_id': 26, 'true_label': 0, 'pred_label': 2, 'votes': [0, 6, 292], 'mean_prob': [0.2881988286972046, 0.35321804881095886, 0.35858291387557983], 'n_epochs': 298}, {'subject_id': 38, 'true_label': 2, 'pred_label': 2, 'votes': [0, 3, 301], 'mean_prob': [0.2881733477115631, 0.35330113768577576, 0.35852542519569397], 'n_epochs': 304}]","[[0, 0, 2], [0, 0, 2], [0, 0, 3]]",C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\models\eeg_arch_ablation_2s_01_25_nonotch_overlap50\eegnet\closed\majority_vote\fold_05_best.pt,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\models\eeg_arch_ablation_2s_01_25_nonotch_overlap50\eegnet\closed\majority_vote\fold_05_history.csv,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\models\eeg_arch_ablation_2s_01_25_nonotch_overlap50\eegnet\closed\majority_vote\fold_05_training_plot.png
