fold,epoch,train_loss,val_epoch_loss,val_epoch_balanced_accuracy,val_subject_accuracy,val_subject_balanced_accuracy,val_subject_macro_f1,aggregation
3,1,1.1450091685469992,1.1024538445890995,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,majority_vote
3,2,1.105314124006255,1.114283167479331,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,majority_vote
3,3,1.0837165731413658,1.1387993954775626,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,majority_vote
3,4,1.0579596334337162,1.192673873483089,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,majority_vote
3,5,1.0154245413818468,1.3395015032667863,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,majority_vote
3,6,0.9701297309815371,1.2947130067306651,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,majority_vote
3,7,0.9503335657638944,1.4543250025364391,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,majority_vote
3,8,0.9025683907178207,1.5199248163323653,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,majority_vote
3,9,0.884147707199982,1.4674597434830248,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,majority_vote
3,10,0.865392831335095,1.6014280151902585,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,majority_vote
3,11,0.8507835054124324,1.5100986696126169,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,majority_vote
3,12,0.836186088156222,1.5261967652722408,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,majority_vote
3,13,0.8275130614168664,1.6544390289407027,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,majority_vote
3,14,0.8031145212985041,1.7406900221841377,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,majority_vote
3,15,0.7848998830448249,1.6983801800953715,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,majority_vote
3,16,0.7844816402582863,1.6230780487520653,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,majority_vote
3,17,0.7741397101762985,1.8578591101002275,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,majority_vote
3,18,0.7516583235694207,1.646034552339922,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,majority_vote
3,19,0.7384931031134204,1.82135093839545,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,majority_vote
