experiment,pp_as,aggregate,norm,standardize,class_weights,split_seed,init_seed,fold,best_epoch,best_val_balanced_acc,best_val_loss,test_loss,test_acc,test_balanced_acc,test_f1_macro,plot_path,checkpoint_path
eegnet_tensor_aggmean_groupnorm,tensor,True,group,True,True,3407,2025,1,56,0.6499999999999999,0.759824812412262,0.679131031036377,0.6666666666666666,0.6666666666666666,0.6666666666666666,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_tensor_aggmean_groupnorm\plots\fold_curves\split-3407_init-2025_fold-01.png,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_tensor_aggmean_groupnorm\checkpoints\split-3407_init-2025_fold-01.pt
eegnet_tensor_aggmean_groupnorm,tensor,True,group,True,True,3407,2025,2,63,0.75,0.6375204741954803,0.6149299343427023,0.6666666666666666,0.6666666666666667,0.6643356643356644,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_tensor_aggmean_groupnorm\plots\fold_curves\split-3407_init-2025_fold-02.png,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_tensor_aggmean_groupnorm\checkpoints\split-3407_init-2025_fold-02.pt
eegnet_tensor_aggmean_groupnorm,tensor,True,group,True,True,3407,2025,3,21,0.65,0.6888580799102784,0.6312056183815002,0.6666666666666666,0.6666666666666667,0.6571428571428571,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_tensor_aggmean_groupnorm\plots\fold_curves\split-3407_init-2025_fold-03.png,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_tensor_aggmean_groupnorm\checkpoints\split-3407_init-2025_fold-03.pt
eegnet_tensor_aggmean_groupnorm,tensor,True,group,True,True,3407,2025,4,34,0.65,0.6414935469627381,0.647638996442159,0.5833333333333334,0.5833333333333334,0.5833333333333334,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_tensor_aggmean_groupnorm\plots\fold_curves\split-3407_init-2025_fold-04.png,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_tensor_aggmean_groupnorm\checkpoints\split-3407_init-2025_fold-04.pt
eegnet_tensor_aggmean_groupnorm,tensor,True,group,True,True,3407,2025,5,57,0.7,0.6135730504989624,0.6040070247650147,0.68,0.6826923076923077,0.6794871794871795,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_tensor_aggmean_groupnorm\plots\fold_curves\split-3407_init-2025_fold-05.png,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_tensor_aggmean_groupnorm\checkpoints\split-3407_init-2025_fold-05.pt
eegnet_tensor_aggmean_groupnorm,tensor,True,group,True,True,3407,2026,1,58,0.75,0.8264324843883515,0.7904563645521799,0.5416666666666666,0.5416666666666666,0.5208711433756805,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_tensor_aggmean_groupnorm\plots\fold_curves\split-3407_init-2026_fold-01.png,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_tensor_aggmean_groupnorm\checkpoints\split-3407_init-2026_fold-01.pt
eegnet_tensor_aggmean_groupnorm,tensor,True,group,True,True,3407,2026,2,36,0.7,0.7380879938602447,0.5411714414755503,0.75,0.75,0.7333333333333334,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_tensor_aggmean_groupnorm\plots\fold_curves\split-3407_init-2026_fold-02.png,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_tensor_aggmean_groupnorm\checkpoints\split-3407_init-2026_fold-02.pt
eegnet_tensor_aggmean_groupnorm,tensor,True,group,True,True,3407,2026,3,37,0.75,0.6503108143806458,0.5421910881996155,0.75,0.75,0.7482517482517483,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_tensor_aggmean_groupnorm\plots\fold_curves\split-3407_init-2026_fold-03.png,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_tensor_aggmean_groupnorm\checkpoints\split-3407_init-2026_fold-03.pt
eegnet_tensor_aggmean_groupnorm,tensor,True,group,True,True,3407,2026,4,41,0.7,0.6787396550178528,0.6419540643692017,0.625,0.625,0.6079854809437386,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_tensor_aggmean_groupnorm\plots\fold_curves\split-3407_init-2026_fold-04.png,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_tensor_aggmean_groupnorm\checkpoints\split-3407_init-2026_fold-04.pt
eegnet_tensor_aggmean_groupnorm,tensor,True,group,True,True,3407,2026,5,40,0.75,0.728299593925476,0.5372373819351196,0.72,0.717948717948718,0.7181964573268921,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_tensor_aggmean_groupnorm\plots\fold_curves\split-3407_init-2026_fold-05.png,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_tensor_aggmean_groupnorm\checkpoints\split-3407_init-2026_fold-05.pt
eegnet_tensor_aggmean_groupnorm,tensor,True,group,True,True,3407,2027,1,60,0.7,0.6592156976461411,0.6703282395998637,0.5833333333333334,0.5833333333333334,0.5714285714285714,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_tensor_aggmean_groupnorm\plots\fold_curves\split-3407_init-2027_fold-01.png,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_tensor_aggmean_groupnorm\checkpoints\split-3407_init-2027_fold-01.pt
eegnet_tensor_aggmean_groupnorm,tensor,True,group,True,True,3407,2027,2,13,0.65,0.6743872046470643,0.6817612449328104,0.5,0.5,0.4857142857142857,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_tensor_aggmean_groupnorm\plots\fold_curves\split-3407_init-2027_fold-02.png,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_tensor_aggmean_groupnorm\checkpoints\split-3407_init-2027_fold-02.pt
