mean_accuracy,std_accuracy,mean_balanced_accuracy,std_balanced_accuracy,mean_f1_macro,std_f1_macro
0.4745454545454546,0.16743075539231037,0.45500000000000007,0.16003471845543743,0.4336163836163836,0.1497742759406051
