mean_accuracy,std_accuracy,mean_balanced_accuracy,std_balanced_accuracy,mean_f1_macro,std_f1_macro
0.4927272727272727,0.09008719375881813,0.47333333333333333,0.10178954323068315,0.41482323232323226,0.11670966126939954
