trial,fold,best_epoch,best_val_loss,best_val_rmse,best_val_nrmse,best_val_mae,best_val_r2,F1,D,F2,temporal_kern,separable_kern,pool1,pool2,dropout,meanmax_alpha,norm,lr,weight_decay,batch_size,grad_clip,loss,huber_delta,standardize
2,1,18,0.40626065716857,0.6373858045036627,0.9576047486903514,0.5170173265394711,0.08299314528568913,16,3,32,127,31,16,8,0.4553736512887828,0.0,group,0.0021662155489352167,0.001,4,2.0,mse,1.0,True
2,2,4,0.8511425143196469,0.922573820805618,1.020427782618187,0.6738861612975597,-0.04127285953906967,16,3,32,127,31,16,8,0.4553736512887828,0.0,group,0.0021662155489352167,0.001,4,2.0,mse,1.0,True
2,3,4,0.5608058029955084,0.7488697014300348,1.0007821373194274,0.6049792539243671,-0.0015648863776414057,16,3,32,127,31,16,8,0.4553736512887828,0.0,group,0.0021662155489352167,0.001,4,2.0,mse,1.0,True
2,4,25,0.6858611333937872,0.8281673338258185,0.9606488291366685,0.6663288011526068,0.07715382707834795,16,3,32,127,31,16,8,0.4553736512887828,0.0,group,0.0021662155489352167,0.001,4,2.0,mse,1.0,True
2,5,8,0.7609465403312986,0.872322476778935,1.0090355080244577,0.6359926476566629,-0.018152656454175187,16,3,32,127,31,16,8,0.4553736512887828,0.0,group,0.0021662155489352167,0.001,4,2.0,mse,1.0,True
3,1,40,0.21231897951968545,0.6518554156765286,0.9793438088842464,0.5194176454984006,0.04088570400009661,16,3,8,31,15,8,16,0.26876047207299664,0.25,group,4.3546443213875336e-05,1e-06,4,5.0,huber,1.3807456517566499,True
3,2,21,0.38053088244937716,0.8956561894476377,0.9906550985678502,0.6802917316201187,0.01860247568152318,16,3,8,31,15,8,16,0.26876047207299664,0.25,group,4.3546443213875336e-05,1e-06,4,5.0,huber,1.3807456517566499,True
3,3,18,0.26331402225927875,0.728582198397292,0.9736701168875531,0.5847472629340534,0.051966503480178505,16,3,8,31,15,8,16,0.26876047207299664,0.25,group,4.3546443213875336e-05,1e-06,4,5.0,huber,1.3807456517566499,True
3,4,40,0.35058800947098506,0.8513025432110143,0.9874849658689032,0.6329054108244323,0.024873442182891004,16,3,8,31,15,8,16,0.26876047207299664,0.25,group,4.3546443213875336e-05,1e-06,4,5.0,huber,1.3807456517566499,True
3,5,19,0.35868001576851716,0.8723318371437179,1.0090463353740735,0.65677893970331,-0.0181745069318473,16,3,8,31,15,8,16,0.26876047207299664,0.25,group,4.3546443213875336e-05,1e-06,4,5.0,huber,1.3807456517566499,True
4,1,6,0.41025235411888433,0.6405094495667527,0.96229769497893,0.5151033921255952,0.0739831462382381,16,4,32,127,15,8,8,0.6460232775885566,0.1,group,0.00016596864474821183,1e-06,4,2.0,mse,1.0,True
4,2,10,0.8345027196974981,0.9135112116025419,1.0104039362816901,0.6830184413563638,-0.020916114453533696,16,4,32,127,15,8,8,0.6460232775885566,0.1,group,0.00016596864474821183,1e-06,4,2.0,mse,1.0,True
4,3,34,0.574359121647748,0.7578648364261125,1.0128031476629638,0.6071753713132982,-0.025770215916006922,16,4,32,127,15,8,8,0.6460232775885566,0.1,group,0.00016596864474821183,1e-06,4,2.0,mse,1.0,True
4,4,11,0.7245794733365377,0.8512223515504264,0.9873919459903064,0.6511156241010342,0.025057144993475666,16,4,32,127,15,8,8,0.6460232775885566,0.1,group,0.00016596864474821183,1e-06,4,2.0,mse,1.0,True
4,5,8,0.7611819993365895,0.8724574408596903,1.0091916240863672,0.6351941642351449,-0.018467734126079716,16,4,32,127,15,8,8,0.6460232775885566,0.1,group,0.00016596864474821183,1e-06,4,2.0,mse,1.0,True
5,1,17,0.42015208258609554,0.6481913944999934,0.973839004646122,0.5137565712488833,0.05163759302985027,4,4,48,63,63,16,16,0.5249819653888825,0.25,group,8.518527208506256e-05,1e-06,2,0.5,mse,1.0,True
5,2,9,0.8179349870908827,0.9043975861020577,1.0003236625395295,0.6874414257527817,-0.0006474298364986808,4,4,48,63,63,16,16,0.5249819653888825,0.25,group,8.518527208506256e-05,1e-06,2,0.5,mse,1.0,True
5,3,10,0.5532002038407055,0.7437742874834717,0.9939726760069577,0.5940581266768277,0.012018319351567497,4,4,48,63,63,16,16,0.5249819653888825,0.25,group,8.518527208506256e-05,1e-06,2,0.5,mse,1.0,True
5,4,2,0.7240230199836549,0.8508954160807988,0.98701271082457,0.6548836415278769,0.025805908670733735,4,4,48,63,63,16,16,0.5249819653888825,0.25,group,8.518527208506256e-05,1e-06,2,0.5,mse,1.0,True
5,5,14,0.752126182154329,0.867252107305365,1.0031704948282747,0.6269630846906115,-0.006351041694005355,4,4,48,63,63,16,16,0.5249819653888825,0.25,group,8.518527208506256e-05,1e-06,2,0.5,mse,1.0,True
6,1,2,0.4568812471060526,0.6759299219992358,1.0155132080363858,0.5307693887623914,-0.031267075696351565,4,4,24,63,7,8,8,0.4771770262557003,0.0,group,0.0007538357125084303,0.001,8,0.5,mse,1.0,True
7,1,3,0.1051997457231794,0.6549335101734783,0.9839683202655315,0.5210743828543595,0.03180634471382837,16,1,24,95,7,4,4,0.6224376554847273,0.1,group,0.0005319887413489144,1e-06,8,2.0,huber,0.2588952127036579,True
8,1,19,0.4617464881767297,0.6795193048722747,1.0209058761187357,0.5407617210987068,-0.042248807893763285,12,1,32,63,63,8,8,0.4747644411618677,0.1,group,2.2605167783116893e-05,0.0,2,1.0,mse,1.0,True
9,1,6,0.21674527908631025,0.6583999912194822,0.9891763413532986,0.5211452437298638,0.021530165706902693,16,3,8,127,31,16,8,0.6964823980596502,0.25,group,0.0003623237013041106,0.001,4,1.0,huber,1.481801382969732,True
10,1,40,0.2100517919198388,0.6857641143328195,1.0302880417581803,0.5504969551804519,-0.06149344898990594,8,2,16,31,15,8,16,0.20615558478246873,0.5,group,1.0733195515883154e-05,0.0001,4,5.0,huber,0.8153255178910692,True
11,1,8,0.22042082539874605,0.664204750864417,0.9978973786931938,0.5221305684230867,0.004200821597252435,16,3,64,31,31,16,4,0.3738167152482914,0.0,group,0.0028666114649333976,0.01,4,5.0,huber,1.4786531367127345,True
12,1,4,0.18865251940275943,0.6366062390478482,0.9564335340553091,0.5064437706910428,0.08523489493447212,16,3,32,31,15,16,16,0.36716665872885423,0.5,group,0.0025882290233322047,0.001,4,5.0,huber,0.8549294943258049,True
12,2,1,0.32198402285575867,0.8876793745205819,0.9818322126536765,0.6846295621778283,0.036005506195585624,16,3,32,31,15,16,16,0.36716665872885423,0.5,group,0.0025882290233322047,0.001,4,5.0,huber,0.8549294943258049,True
12,3,18,0.23231104829094626,0.7182232927743457,0.9598265768300162,0.5588479779914699,0.07873294241077322,16,3,32,31,15,16,16,0.36716665872885423,0.5,group,0.0025882290233322047,0.001,4,5.0,huber,0.8549294943258049,True
12,4,20,0.26932937900225323,0.7887252414289829,0.9148972058449323,0.612313078760746,0.16296310273713555,16,3,32,31,15,16,16,0.36716665872885423,0.5,group,0.0025882290233322047,0.001,4,5.0,huber,0.8549294943258049,True
12,5,2,0.2985685413533991,0.8686894112289556,1.0048330573935327,0.6279766896993599,-0.009689473230834578,16,3,32,31,15,16,16,0.36716665872885423,0.5,group,0.0025882290233322047,0.001,4,5.0,huber,0.8549294943258049,True
13,1,17,0.20360051644300775,0.6677084016892109,1.0031612434417791,0.5298158748164064,-0.00633248034365641,8,3,8,31,15,8,16,0.3458335555565518,0.5,group,2.4609855650660783e-05,0.0,4,5.0,huber,0.8372271584995503,True
14,1,19,0.12212565984754335,0.5437897404607078,0.8169865630436631,0.43961521042954355,0.33253295580610276,12,3,64,31,15,4,16,0.24105245223196706,0.5,group,0.0010929185450985139,0.0001,4,5.0,huber,0.46412740643668404,True
14,2,2,0.22072340902828036,0.8777497659746925,0.9708494075900117,0.679824194028264,0.05745142778212331,12,3,64,31,15,4,16,0.24105245223196706,0.5,group,0.0010929185450985139,0.0001,4,5.0,huber,0.46412740643668404,True
14,3,14,0.17589819228107278,0.7107721292523177,0.9498689148484298,0.5557095760225572,0.09774904460466627,12,3,64,31,15,4,16,0.24105245223196706,0.5,group,0.0010929185450985139,0.0001,4,5.0,huber,0.46412740643668404,True
14,4,20,0.1900853088923863,0.7771088302055643,0.9014225233927816,0.6057903352858764,0.18743743432019,12,3,64,31,15,4,16,0.24105245223196706,0.5,group,0.0010929185450985139,0.0001,4,5.0,huber,0.46412740643668404,True
14,5,5,0.19083747098391707,0.8229212064196022,0.9518919203478611,0.5833457626656375,0.09390177197646143,12,3,64,31,15,4,16,0.24105245223196706,0.5,group,0.0010929185450985139,0.0001,4,5.0,huber,0.46412740643668404,True
15,1,22,0.12767444639688447,0.6207658246970258,0.9326349870898923,0.46960528425517534,0.1301919808558364,12,2,64,31,15,4,16,0.37319571577124855,0.5,group,0.0012568393447992842,0.0001,4,5.0,huber,0.43567797680917325,True
15,2,6,0.2047008446284703,0.8745554337446513,0.9673162644626678,0.6569478611151377,0.06429924450599012,12,2,64,31,15,4,16,0.37319571577124855,0.5,group,0.0012568393447992842,0.0001,4,5.0,huber,0.43567797680917325,True
15,3,21,0.17186510698361832,0.725538948105904,0.9696031469925269,0.5675846066918563,0.05986973734218837,12,2,64,31,15,4,16,0.37319571577124855,0.5,group,0.0012568393447992842,0.0001,4,5.0,huber,0.43567797680917325,True
15,4,8,0.20512554617155165,0.8421774271515853,0.9769001097653294,0.6592277534572142,0.04566617554048724,12,2,64,31,15,4,16,0.37319571577124855,0.5,group,0.0012568393447992842,0.0001,4,5.0,huber,0.43567797680917325,True
15,5,11,0.1857871865345673,0.8211181396283804,0.949806271446092,0.5903410938229751,0.09786804672167271,12,2,64,31,15,4,16,0.37319571577124855,0.5,group,0.0012568393447992842,0.0001,4,5.0,huber,0.43567797680917325,True
16,1,3,0.11877778595468651,0.6563355208533748,0.986074693007593,0.5218414052256516,0.0276566998099812,12,2,64,95,15,4,16,0.20032512216035098,0.5,group,0.001124061111756252,0.0001,4,5.0,huber,0.30644550140240334,True
17,1,11,0.15504499078295858,0.6305754248969907,0.9473728737322772,0.4838578809230101,0.10248463811624697,12,2,64,31,15,4,16,0.30430510685693857,0.5,group,0.0012091459198443118,0.0001,4,5.0,huber,0.5629617988307718,True
17,2,10,0.24260500641096205,0.8830926268225916,0.9767589657466678,0.648816378343673,0.04594192283349985,12,2,64,31,15,4,16,0.30430510685693857,0.5,group,0.0012091459198443118,0.0001,4,5.0,huber,0.5629617988307718,True
17,3,10,0.19998167048801074,0.7206282238389269,0.9630405031596853,0.5641404152847826,0.07255298927394016,12,2,64,31,15,4,16,0.30430510685693857,0.5,group,0.0012091459198443118,0.0001,4,5.0,huber,0.5629617988307718,True
17,4,6,0.2391636740593683,0.8435006378189964,0.9784349937512474,0.6523904049591649,0.04266496300299627,12,2,64,31,15,4,16,0.30430510685693857,0.5,group,0.0012091459198443118,0.0001,4,5.0,huber,0.5629617988307718,True
17,5,2,0.2279124166816473,0.8518160680209507,0.9853152725270595,0.6254124427637593,0.029153813724926425,12,2,64,31,15,4,16,0.30430510685693857,0.5,group,0.0012091459198443118,0.0001,4,5.0,huber,0.5629617988307718,True
18,1,6,0.1649018196122987,0.6555422890030037,0.9848829460603585,0.535367079966125,0.030005582559468724,12,2,64,31,15,4,4,0.40419719293585743,0.5,group,0.0002714695938179767,0.0001,8,5.0,huber,0.5173468417595641,True
19,1,3,0.15007734224421992,0.622593008231965,0.9353801370719336,0.48739135992668925,0.12506399917129074,12,2,64,31,7,4,16,0.5478684057508009,0.5,group,0.00016438093714690407,0.0001,2,0.5,huber,0.5223227615632107,True
19,2,11,0.23648313113621303,0.8724460492087808,0.9649831453820203,0.6675549245306424,0.06880752912862265,12,2,64,31,7,4,16,0.5478684057508009,0.5,group,0.00016438093714690407,0.0001,2,0.5,huber,0.5223227615632107,True
19,3,3,0.201786640396511,0.747665745486667,0.9991731823838209,0.6014529154635966,0.0016529516049876847,12,2,64,31,7,4,16,0.5478684057508009,0.5,group,0.00016438093714690407,0.0001,2,0.5,huber,0.5223227615632107,True
19,4,8,0.2341660935254324,0.855819160295931,0.9927241038269774,0.6602000332925291,0.01449885368092474,12,2,64,31,7,4,16,0.5478684057508009,0.5,group,0.00016438093714690407,0.0001,2,0.5,huber,0.5223227615632107,True
19,5,5,0.21703862030567092,0.8605845368018049,0.9954579623996811,0.6174498196606609,0.009063445095075173,12,2,64,31,7,4,16,0.5478684057508009,0.5,group,0.00016438093714690407,0.0001,2,0.5,huber,0.5223227615632107,True
20,1,9,0.139703263301358,0.6588938938996095,0.9899183778852371,0.5267648947026048,0.020061605125060944,12,2,16,95,15,4,16,0.25782726799926986,0.5,group,0.0013711863455836246,0.01,4,5.0,huber,0.3921191025359734,True
21,1,14,0.16474379227466193,0.6118287151011428,0.9192079252882132,0.4706831583309741,0.15505679008733864,12,3,48,31,15,4,16,0.40317421596598135,0.5,group,0.0018750233321631828,1e-05,4,5.0,huber,0.6876999298326544,True
21,2,5,0.27828342290151686,0.8791331239944968,0.9723794932318126,0.6735108118681681,0.05447812114224326,12,3,48,31,15,4,16,0.40317421596598135,0.5,group,0.0018750233321631828,1e-05,4,5.0,huber,0.6876999298326544,True
21,3,13,0.22468346966938538,0.7310368610536642,0.9769505040296037,0.5903464047322896,0.04556771267630311,12,3,48,31,15,4,16,0.40317421596598135,0.5,group,0.0018750233321631828,1e-05,4,5.0,huber,0.6876999298326544,True
21,4,14,0.24878612870261782,0.800178365867459,0.9281824806105422,0.6288616860817585,0.13847728268766013,12,3,48,31,15,4,16,0.40317421596598135,0.5,group,0.0018750233321631828,1e-05,4,5.0,huber,0.6876999298326544,True
21,5,1,0.252743347928944,0.8445776355819935,0.9769424109445936,0.6197915550914,0.04558352569776469,12,3,48,31,15,4,16,0.40317421596598135,0.5,group,0.0018750233321631828,1e-05,4,5.0,huber,0.6876999298326544,True
22,1,15,0.1777606668128144,0.6466548452594221,0.9715305019481156,0.5030283457821324,0.05612848378444257,12,3,48,31,15,4,16,0.41932867149136416,0.5,group,0.0007065265515685219,1e-05,4,5.0,huber,0.6683422483236235,True
23,1,12,0.16256291425919958,0.6133852534244348,0.9215464594685653,0.48900000768758,0.1507521230409522,12,3,48,31,15,4,16,0.3263478194252343,0.5,group,0.001157687211499054,1e-05,4,5.0,huber,0.6471866439986672,True
23,2,2,0.2737791126682645,0.881538530222332,0.9750400319204374,0.67526125872419,0.04929693615259256,12,3,48,31,15,4,16,0.3263478194252343,0.5,group,0.001157687211499054,1e-05,4,5.0,huber,0.6471866439986672,True
23,3,3,0.21785326437516647,0.7342215402132573,0.9812064780794658,0.5789859687316824,0.03723384737489066,12,3,48,31,15,4,16,0.3263478194252343,0.5,group,0.001157687211499054,1e-05,4,5.0,huber,0.6471866439986672,True
23,4,17,0.23780609028679983,0.787209479291554,0.9131389680310306,0.621628941302853,0.1661772250632244,12,3,48,31,15,4,16,0.3263478194252343,0.5,group,0.001157687211499054,1e-05,4,5.0,huber,0.6471866439986672,True
23,5,4,0.25270172411745245,0.8446090463725948,0.9769787445298165,0.6338759846562012,0.04551253273694378,12,3,48,31,15,4,16,0.3263478194252343,0.5,group,0.001157687211499054,1e-05,4,5.0,huber,0.6471866439986672,True
24,1,13,0.1609608464918676,0.6169371500850875,0.9268828084820909,0.47515008971095085,0.14088825934035154,12,3,48,31,15,4,16,0.32474889801489437,0.5,group,0.0017335317278786787,1e-05,4,5.0,huber,0.6597904710813127,True
24,2,2,0.27890547684260775,0.8876284565456729,0.9817758939992122,0.679975417398271,0.036116093962047735,12,3,48,31,15,4,16,0.32474889801489437,0.5,group,0.0017335317278786787,1e-05,4,5.0,huber,0.6597904710813127,True
24,3,5,0.22858773307366806,0.7393519470345209,0.988062703527094,0.6015998280437832,0.023732093898729656,12,3,48,31,15,4,16,0.32474889801489437,0.5,group,0.0017335317278786787,1e-05,4,5.0,huber,0.6597904710813127,True
24,4,24,0.2500038870743343,0.7921956618059831,0.9189227875548218,0.6326142135741455,0.1555809105124757,12,3,48,31,15,4,16,0.32474889801489437,0.5,group,0.0017335317278786787,1e-05,4,5.0,huber,0.6597904710813127,True
24,5,8,0.2421378069980578,0.8190998483215266,0.947471667388115,0.5910315470008011,0.10229743949678527,12,3,48,31,15,4,16,0.32474889801489437,0.5,group,0.0017335317278786787,1e-05,4,5.0,huber,0.6597904710813127,True
25,1,17,0.1989003811475067,0.6395702333130414,0.9608866219078857,0.5058873670086974,0.07669689983845207,12,3,48,31,15,4,4,0.3200406346622976,0.5,group,0.00043116394135705506,1e-05,4,5.0,huber,1.013443698849011,True
26,1,16,0.16951054184686482,0.6362364415383946,0.9558779524144811,0.4875716185640721,0.08629734008789891,8,3,48,31,15,4,16,0.23005977801362407,0.5,group,0.000684824170654857,1e-05,4,5.0,huber,0.6639953885463128,True
27,1,15,0.18188919568118372,0.6361809105713441,0.9557945230105451,0.485773621038312,0.08645682978304459,12,3,48,31,7,4,16,0.32839928376485955,0.5,group,0.00024326783061144326,1e-05,4,0.5,huber,0.744351606626826,True
28,1,10,0.18653726187490283,0.6152395744600462,0.9243323806747656,0.49637157736080034,0.14560965003612014,12,3,48,63,31,4,16,0.24922447230661887,0.1,group,0.001658284214891247,1e-05,8,1.0,huber,1.0182232133922764,True
28,2,1,0.3427912110374087,0.8889931895233039,0.9832853791101314,0.6799243300088814,0.0331498632282452,12,3,48,63,31,4,16,0.24922447230661887,0.1,group,0.001658284214891247,1e-05,8,1.0,huber,1.0182232133922764,True
28,3,22,0.2225447270003232,0.675779531395787,0.9031051496615833,0.5594171969304708,0.18440108865472926,12,3,48,63,31,4,16,0.24922447230661887,0.1,group,0.001658284214891247,1e-05,8,1.0,huber,1.0182232133922764,True
28,4,1,0.31536016010102774,0.8412227949089981,0.9757927655021102,0.6377095175197437,0.04782847879374352,12,3,48,63,31,4,16,0.24922447230661887,0.1,group,0.001658284214891247,1e-05,8,1.0,huber,1.0182232133922764,True
28,5,6,0.3152524395422502,0.8594251875194039,0.9941169163722247,0.6329174004071816,0.011731556582579294,12,3,48,63,31,4,16,0.24922447230661887,0.1,group,0.001658284214891247,1e-05,8,1.0,huber,1.0182232133922764,True
29,1,24,0.12158792131369756,0.5983362896767663,0.8989369833148592,0.4796265514478797,0.1919123000287808,12,1,48,95,63,4,16,0.2942827562527102,0.25,group,0.0009258603498933897,1e-05,2,2.0,huber,0.37452890977542036,True
29,2,1,0.19254310606490999,0.8880834230908956,0.9822791171477963,0.6812511281598181,0.03512773601534602,12,1,48,95,63,4,16,0.2942827562527102,0.25,group,0.0009258603498933897,1e-05,2,2.0,huber,0.37452890977542036,True
29,3,2,0.16013346104459328,0.7353171742462745,0.9826706726745857,0.58418760698458,0.03435834906527724,12,1,48,95,63,4,16,0.2942827562527102,0.25,group,0.0009258603498933897,1e-05,2,2.0,huber,0.37452890977542036,True
29,4,1,0.17778078005427406,0.8411383181254847,0.9756947750117144,0.6265522534737274,0.04801970601483985,12,1,48,95,63,4,16,0.2942827562527102,0.25,group,0.0009258603498933897,1e-05,2,2.0,huber,0.37452890977542036,True
29,5,1,0.1812662588517097,0.8709111080934853,1.0074029453467295,0.63219879089262,-0.014860694293265642,12,1,48,95,63,4,16,0.2942827562527102,0.25,group,0.0009258603498933897,1e-05,2,2.0,huber,0.37452890977542036,True
30,1,6,0.16486310876384128,0.6324838256206216,0.9502400439491854,0.5134105393219561,0.0970438588754502,12,3,16,31,15,4,4,0.29308983443797576,0.5,group,0.0029977965195987885,0.0,2,5.0,huber,0.5517834292340517,True
31,1,13,0.17246204985505237,0.6320881353245279,0.9496455611353659,0.510387504562026,0.09817330821589598,12,3,48,31,15,4,16,0.4010928088414483,0.5,group,0.0019845576041095927,1e-05,4,5.0,huber,0.671431981587162,True
32,1,6,0.20046279796155259,0.6505840848784842,0.977433768841369,0.5195733087048644,0.044623227528557186,12,3,48,31,15,4,16,0.3464317054116815,0.5,group,0.0017578390975986537,1e-05,4,5.0,huber,0.9430568126058465,True
33,1,4,0.17423618440738037,0.6456812536471976,0.9700677835371256,0.5153828642907596,0.058968495343368454,4,3,48,31,15,4,16,0.4420842985114033,0.5,group,0.0009206600468261913,1e-05,4,5.0,huber,0.6344625209003824,True
34,1,17,0.4122665850002141,0.6420798883559171,0.964657113138866,0.5071969098893793,0.06943665407058919,12,3,48,127,15,4,16,0.24951986922613467,0.0,group,0.0019751865003249064,1e-05,4,5.0,mse,1.0,True
35,1,1,0.191189609645378,0.6522955986068905,0.9800051371746297,0.5211134363143217,0.03958993111133513,12,3,24,31,63,4,16,0.274310391926096,0.5,group,0.0005127047776861597,0.01,4,1.0,huber,0.7647652338166062,True
36,1,1,0.43981070042474085,0.6631822706760637,0.9963612103679966,0.5225224546378567,0.0072643384740209704,8,4,48,127,15,4,16,0.3304289599697503,0.25,group,0.0016771258918712403,1e-05,4,2.0,mse,1.0,True
37,1,6,0.1548466199920291,0.667429672873927,1.0027424828807079,0.5246324403255823,-0.005492486973766919,4,3,8,31,31,4,8,0.23320343482319794,0.0,group,0.0008935005297021234,1e-05,8,5.0,huber,0.4504455697701835,True
38,1,4,0.4557597903712165,0.6750998319031682,1.014266085473852,0.5334416271320411,-0.02873569214245153,12,1,48,63,15,16,16,0.42033642477809446,0.1,group,0.00012434027722215272,1e-06,4,0.5,mse,1.0,True
39,1,8,0.1750037587314312,0.6534844799957426,0.981791305701682,0.5188053475604171,0.03608583204858651,4,4,32,31,7,4,16,0.3541762543788362,0.5,group,0.0021900565647062194,1e-05,4,2.0,huber,0.6021976926339194,True
40,1,1,0.3993245435080358,0.6319213072648282,0.9493949196227146,0.5118395290559247,0.09864928659457917,12,3,24,127,63,8,8,0.5467214000702918,0.5,group,0.00030606469664056694,0.001,2,5.0,mse,1.0,True
41,1,26,0.18213495079960143,0.6094478448053136,0.9156309195168386,0.4590343064850285,0.1616200192247489,12,3,48,63,31,4,16,0.2766337644892569,0.1,group,0.0016132721552049533,1e-05,8,1.0,huber,1.1370486948049499,True
41,2,1,0.35617092677525114,0.8860097714642073,0.9799855210326406,0.6798133433219933,0.039628378566384015,12,3,48,63,31,4,16,0.2766337644892569,0.1,group,0.0016132721552049533,1e-05,8,1.0,huber,1.1370486948049499,True
41,3,10,0.25324631279165094,0.7225005813413444,0.9655427033949429,0.5858068232085895,0.0677272879207852,12,3,48,63,31,4,16,0.2766337644892569,0.1,group,0.0016132721552049533,1e-05,8,1.0,huber,1.1370486948049499,True
41,4,1,0.32601062882514226,0.8398327651730256,0.9741803734361755,0.6402082934177348,0.05097260001175341,12,3,48,63,31,4,16,0.2766337644892569,0.1,group,0.0016132721552049533,1e-05,8,1.0,huber,1.1370486948049499,True
41,5,3,0.32618490674278955,0.8586690515411851,0.9932422764641315,0.6178489538671618,0.01346978024434986,12,3,48,63,31,4,16,0.2766337644892569,0.1,group,0.0016132721552049533,1e-05,8,1.0,huber,1.1370486948049499,True
42,1,8,0.196971048556623,0.6383245974246041,0.9590151857486892,0.5146841130086354,0.0802898735034071,12,3,48,63,31,4,16,0.2529847181018133,0.1,group,0.0014058711589479392,1e-05,8,1.0,huber,0.9569223841746561,True
43,1,11,0.20569312324126562,0.6465184473468206,0.971325578512583,0.5149531493939105,0.056526620527195814,12,3,48,63,31,4,16,0.2266784034294183,0.1,group,0.0005495498124809229,1e-05,8,1.0,huber,1.0983508115818683,True
44,1,15,0.18988635249081112,0.616257032984235,0.9258610044807466,0.5127494766243866,0.142781400381903,12,3,48,63,31,4,16,0.3138307533345571,0.1,group,0.0023195963229838005,1e-06,8,1.0,huber,1.28261322199022,True
44,2,1,0.3714814441544669,0.8894126526656886,0.9837493331424493,0.6787895294172424,0.03223724954178642,12,3,48,63,31,4,16,0.3138307533345571,0.1,group,0.0023195963229838005,1e-06,8,1.0,huber,1.28261322199022,True
44,3,17,0.23512602123347195,0.6873199569702072,0.9185276614148153,0.5587386322546412,0.1563069352158304,12,3,48,63,31,4,16,0.3138307533345571,0.1,group,0.0023195963229838005,1e-06,8,1.0,huber,1.28261322199022,True
44,4,9,0.31429012758391245,0.8144587828111429,0.9447473283849156,0.6188335185870528,0.10745248550956432,12,3,48,63,31,4,16,0.3138307533345571,0.1,group,0.0023195963229838005,1e-06,8,1.0,huber,1.28261322199022,True
44,5,17,0.32151434096423065,0.8228847451204246,0.9518497447229995,0.6071358319287273,0.09398206347076066,12,3,48,63,31,4,16,0.3138307533345571,0.1,group,0.0023195963229838005,1e-06,8,1.0,huber,1.28261322199022,True
45,1,11,0.19892375845284688,0.6308795938365637,0.94782985538904,0.4986752097805341,0.10161856523319168,12,3,64,63,31,16,16,0.3063338477570904,0.1,group,0.0022571504649241785,1e-06,8,1.0,huber,1.3486678492540956,True
46,1,1,0.2107785837281318,0.6501187058225996,0.9767345860376303,0.5252934192262945,0.04598954843789882,16,1,48,95,15,8,8,0.48449269660739186,0.25,group,0.0010169617774158088,1e-06,8,5.0,huber,1.2969721560113618,True
47,1,40,0.10095118126454986,0.6728719155219564,1.0109188767797475,0.5305244083699238,-0.021956975429626047,8,4,8,31,15,4,4,0.38128905001997176,0.0,group,5.9426248260149664e-05,1e-06,4,1.0,huber,0.23850207845820925,True
