mean_accuracy,std_accuracy,mean_balanced_accuracy,std_balanced_accuracy,mean_f1_macro,std_f1_macro
0.5454545454545454,0.05567022142689041,0.51,0.07781745019952499,0.4011764705882353,0.13014941285120446
