fold,best_epoch,n_epochs,val_accuracy,val_balanced_accuracy,val_f1_macro,test_accuracy,test_balanced_accuracy,test_f1_macro
0,4,19,0.4444444444444444,0.4,0.3076923076923077,0.5454545454545454,0.5166666666666667,0.47619047619047616
1,30,45,0.5555555555555556,0.525,0.5,0.5454545454545454,0.5333333333333333,0.5299145299145299
2,23,38,0.6666666666666666,0.7,0.6493506493506493,0.4,0.4,0.4
3,27,42,0.5555555555555556,0.5,0.35714285714285715,0.5454545454545454,0.5,0.35294117647058826
4,4,19,0.25,0.25,0.2,0.4,0.375,0.375
