mean_accuracy,std_accuracy,mean_balanced_accuracy,std_balanced_accuracy,mean_f1_macro,std_f1_macro
0.41818181818181815,0.09854310631217636,0.39499999999999996,0.09457507306074071,0.3582664557664557,0.10732429306324955
