fold,best_epoch,n_epochs,val_accuracy,val_balanced_accuracy,val_f1_macro,test_accuracy,test_balanced_accuracy,test_f1_macro
0,16,31,0.5555555555555556,0.525,0.5,0.45454545454545453,0.4166666666666667,0.3125
1,34,49,0.6666666666666666,0.65,0.6493506493506493,0.6363636363636364,0.6,0.5416666666666666
2,19,34,0.5555555555555556,0.525,0.5,0.4,0.4,0.4
3,11,26,0.4444444444444444,0.45,0.4444444444444444,0.5454545454545454,0.5333333333333333,0.5299145299145299
4,5,20,0.375,0.375,0.36507936507936506,0.7,0.6666666666666667,0.6703296703296704
