mean_accuracy,std_accuracy,mean_balanced_accuracy,std_balanced_accuracy,mean_f1_macro,std_f1_macro
0.5272727272727272,0.09875254992000194,0.49333333333333335,0.11702326454361305,0.4279761904761904,0.12042359570959554
