fold,best_epoch,n_epochs,val_accuracy,val_balanced_accuracy,val_f1_macro,test_accuracy,test_balanced_accuracy,test_f1_macro
0,16,46,0.3333333333333333,0.3,0.25,0.45454545454545453,0.4166666666666667,0.3125
1,47,77,0.5555555555555556,0.5,0.35714285714285715,0.6363636363636364,0.6,0.5416666666666666
2,48,78,0.6666666666666666,0.625,0.5846153846153846,0.6,0.6,0.5238095238095238
3,113,143,0.5555555555555556,0.5,0.35714285714285715,0.5454545454545454,0.5166666666666667,0.47619047619047616
4,43,73,0.375,0.375,0.36507936507936506,0.4,0.3333333333333333,0.2857142857142857
