fold,best_epoch,n_epochs,val_accuracy,val_balanced_accuracy,val_f1_macro,test_accuracy,test_balanced_accuracy,test_f1_macro
0,1,16,0.3333333333333333,0.3,0.25,0.6363636363636364,0.6,0.5416666666666666
1,32,47,0.8888888888888888,0.875,0.8831168831168831,0.7272727272727273,0.7166666666666667,0.717948717948718
2,1,16,0.4444444444444444,0.5,0.3076923076923077,0.5,0.5,0.45054945054945056
3,1,16,0.6666666666666666,0.625,0.5846153846153846,0.45454545454545453,0.43333333333333335,0.4107142857142857
4,2,17,0.5,0.5,0.3333333333333333,0.4,0.5,0.2857142857142857
