config,n_runs,mean_test_bacc,std_test_bacc,median_test_bacc,min_test_bacc,max_test_bacc,mean_test_acc,std_test_acc,mean_test_macro_f1,std_test_macro_f1,mean_test_temporal_acc,std_test_temporal_acc,mean_val_bacc,std_val_bacc,mean_best_epoch,decision_rule,aggregation,mask_used
eegnet_iranies_tmin_temporal_ce_clean_t7983_tp124,15,0.7023504273504274,0.13005119310015717,0.7083333333333334,0.5,0.9166666666666667,0.7022222222222222,0.13036984427503276,0.69480062882993,0.13595521439851516,0.6660672043010751,0.08851451073313654,0.7466666666666667,0.06399404734221847,27.866666666666667,majority_vote_over_argmax_A_s,none,False
