experiment,pp_as,aggregate,norm,standardize,class_weights,test_acc_mean,test_acc_std,test_balanced_acc_mean,test_balanced_acc_std,test_f1_macro_mean,test_f1_macro_std,test_loss_mean,test_loss_std,best_val_balanced_acc_mean,best_epoch_mean
eegnet_list_noagg,list,False,auto,True,True,0.6467777777777778,0.10075994312010174,0.6465811965811966,0.1004421247543026,0.6327201909244045,0.11469087760963205,0.6833336446020338,0.0686545307950057,0.7466666666666667,36.53333333333333
