experiment,condition,pp_as,aggregate,norm,standardize,class_weights,split_seed,init_seed,fold,best_epoch,best_val_balanced_acc,best_val_loss,test_loss,test_acc,test_balanced_acc,test_f1_macro,plot_path,checkpoint_path
eegnet_ec_list_agg_auto_3init,EC,list,True,auto,True,True,3407,3001,1,16,0.9,0.6378881931304932,0.6663134098052979,0.6666666666666666,0.6666666666666667,0.6571428571428571,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\mdd_db\eegnet_ec_list_agg_auto_3init\plots\fold_curves\condition-EC_split-3407_init-3001_fold-01.png,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\mdd_db\eegnet_ec_list_agg_auto_3init\checkpoints\condition-EC_split-3407_init-3001_fold-01.pt
eegnet_ec_list_agg_auto_3init,EC,list,True,auto,True,True,3407,3001,2,14,0.9,0.6550977826118469,0.665544331073761,0.5,0.5,0.3333333333333333,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\mdd_db\eegnet_ec_list_agg_auto_3init\plots\fold_curves\condition-EC_split-3407_init-3001_fold-02.png,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\mdd_db\eegnet_ec_list_agg_auto_3init\checkpoints\condition-EC_split-3407_init-3001_fold-02.pt
eegnet_ec_list_agg_auto_3init,EC,list,True,auto,True,True,3407,3001,3,20,0.9,0.6252315044403076,0.6574377417564392,0.6363636363636364,0.6166666666666667,0.6071428571428572,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\mdd_db\eegnet_ec_list_agg_auto_3init\plots\fold_curves\condition-EC_split-3407_init-3001_fold-03.png,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\mdd_db\eegnet_ec_list_agg_auto_3init\checkpoints\condition-EC_split-3407_init-3001_fold-03.pt
eegnet_ec_list_agg_auto_3init,EC,list,True,auto,True,True,3407,3001,4,18,0.8,0.6629399061203003,0.6610968112945557,0.8181818181818182,0.8166666666666667,0.8166666666666667,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\mdd_db\eegnet_ec_list_agg_auto_3init\plots\fold_curves\condition-EC_split-3407_init-3001_fold-04.png,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\mdd_db\eegnet_ec_list_agg_auto_3init\checkpoints\condition-EC_split-3407_init-3001_fold-04.pt
eegnet_ec_list_agg_auto_3init,EC,list,True,auto,True,True,3407,3001,5,17,0.9,0.6730772256851196,0.6269665956497192,0.8333333333333334,0.8333333333333333,0.8285714285714285,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\mdd_db\eegnet_ec_list_agg_auto_3init\plots\fold_curves\condition-EC_split-3407_init-3001_fold-05.png,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\mdd_db\eegnet_ec_list_agg_auto_3init\checkpoints\condition-EC_split-3407_init-3001_fold-05.pt
eegnet_ec_list_agg_auto_3init,EC,list,True,auto,True,True,3407,2025,1,58,0.875,0.3654383420944214,0.4903007745742798,0.6666666666666666,0.6666666666666666,0.6666666666666666,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\mdd_db\eegnet_ec_list_agg_auto_3init\plots\fold_curves\condition-EC_split-3407_init-2025_fold-01.png,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\mdd_db\eegnet_ec_list_agg_auto_3init\checkpoints\condition-EC_split-3407_init-2025_fold-01.pt
eegnet_ec_list_agg_auto_3init,EC,list,True,auto,True,True,3407,2025,2,53,0.75,0.4292559027671814,0.5538925528526306,0.5833333333333334,0.5833333333333333,0.5804195804195804,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\mdd_db\eegnet_ec_list_agg_auto_3init\plots\fold_curves\condition-EC_split-3407_init-2025_fold-02.png,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\mdd_db\eegnet_ec_list_agg_auto_3init\checkpoints\condition-EC_split-3407_init-2025_fold-02.pt
eegnet_ec_list_agg_auto_3init,EC,list,True,auto,True,True,3407,2025,3,9,0.9,0.6253668069839478,0.6645085215568542,0.5454545454545454,0.5333333333333333,0.5299145299145299,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\mdd_db\eegnet_ec_list_agg_auto_3init\plots\fold_curves\condition-EC_split-3407_init-2025_fold-03.png,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\mdd_db\eegnet_ec_list_agg_auto_3init\checkpoints\condition-EC_split-3407_init-2025_fold-03.pt
eegnet_ec_list_agg_auto_3init,EC,list,True,auto,True,True,3407,2025,4,38,0.7,0.5703455805778503,0.5463329553604126,0.6363636363636364,0.6,0.5416666666666666,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\mdd_db\eegnet_ec_list_agg_auto_3init\plots\fold_curves\condition-EC_split-3407_init-2025_fold-04.png,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\mdd_db\eegnet_ec_list_agg_auto_3init\checkpoints\condition-EC_split-3407_init-2025_fold-04.pt
eegnet_ec_list_agg_auto_3init,EC,list,True,auto,True,True,3407,2025,5,4,0.675,0.6899781227111816,0.6419758796691895,0.75,0.75,0.7333333333333334,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\mdd_db\eegnet_ec_list_agg_auto_3init\plots\fold_curves\condition-EC_split-3407_init-2025_fold-05.png,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\mdd_db\eegnet_ec_list_agg_auto_3init\checkpoints\condition-EC_split-3407_init-2025_fold-05.pt
