experiment,condition,pp_as,aggregate,norm,standardize,class_weights,test_acc_mean,test_acc_std,test_balanced_acc_mean,test_balanced_acc_std,test_f1_macro_mean,test_f1_macro_std,test_loss_mean,test_loss_std,best_val_balanced_acc_mean,best_epoch_mean
eegnet_ec_list_agg_auto_3init,EC,list,True,auto,True,True,0.7015151515151515,0.11584434996974785,0.6977777777777778,0.12065737050922774,0.6776369926369926,0.1470001969056992,0.6118429839611054,0.07277343132474835,0.8450000000000001,23.533333333333335
