mean_accuracy,std_accuracy,mean_balanced_accuracy,std_balanced_accuracy,mean_f1_macro,std_f1_macro
0.4127272727272727,0.09306533739687073,0.40499999999999997,0.09711104754638146,0.39319569319569314,0.09553449472427118
