fold,best_epoch,n_epochs,val_accuracy,val_balanced_accuracy,val_f1_macro,test_accuracy,test_balanced_accuracy,test_f1_macro
0,0,1,0.4444444444444444,0.45,0.4444444444444444,0.45454545454545453,0.43333333333333335,0.4107142857142857
1,0,1,0.6666666666666666,0.675,0.6666666666666666,0.36363636363636365,0.35,0.3418803418803419
2,0,1,0.5555555555555556,0.525,0.5,0.4,0.4,0.375
3,0,1,0.4444444444444444,0.45,0.4444444444444444,0.5454545454545454,0.55,0.5454545454545454
4,0,1,0.375,0.375,0.36507936507936506,0.3,0.29166666666666663,0.29292929292929293
