config,n_runs,mean_test_bacc,std_test_bacc,median_test_bacc,min_test_bacc,max_test_bacc,mean_test_acc,std_test_acc,mean_test_macro_f1,std_test_macro_f1,mean_val_bacc,std_val_bacc,mean_best_epoch,frac_test_bacc_gt_chance,frac_test_bacc_gt_majority,mean_test_bacc_minus_chance,mean_test_bacc_minus_majority
eegnet_small_t600_meanmax050,45,0.3345679012345679,0.10291002199742096,0.3333333333333333,0.0,0.611111111111111,0.3150793650793651,0.11294846935913304,0.19045160600716157,0.1068104127117197,0.37407407407407395,0.0798075687883969,14.777777777777779,0.17777777777777778,0.17777777777777778,0.001234567901234569,0.001234567901234569
