fold,n_runs,mean_test_bacc,std_test_bacc,mean_test_acc,std_test_acc,mean_test_macro_f1,std_test_macro_f1,frac_test_bacc_gt_chance,frac_test_bacc_gt_majority
1,9,0.32716049382716045,0.08977184921141348,0.3055555555555556,0.09081039465709735,0.1848858959970071,0.0772959121861481,0.2222222222222222,0.2222222222222222
2,9,0.2962962962962963,0.1111111111111111,0.2857142857142857,0.12371791482634836,0.14320987654320985,0.058208272761117445,0.0,0.0
3,9,0.345679012345679,0.03703703703703704,0.3333333333333333,0.07142857142857141,0.18024691358024691,0.06164191472997495,0.1111111111111111,0.1111111111111111
4,9,0.3395061728395061,0.1344985096882773,0.31746031746031744,0.13883218797250715,0.21942974720752495,0.13322812201159118,0.3333333333333333,0.3333333333333333
5,9,0.36419753086419754,0.12457059302846026,0.3333333333333333,0.14285714285714285,0.22448559670781895,0.1640843618173876,0.2222222222222222,0.2222222222222222
