config,split_seed,init_seed,fold,epoch,train_loss,train_acc,train_balanced_acc,train_macro_f1,train_pred_counts,val_loss,val_acc,val_balanced_acc,val_macro_f1,val_pred_counts
eegnet_small_t600_meanmax050,7233,4750,1,1,2.1367298473011362,0.2727272727272727,0.2638888888888889,0.24343434343434345,"{""1"": 4, ""0"": 4, ""2"": 14}",1.1518292427062988,0.16666666666666666,0.3333333333333333,0.09523809523809523,"{""1"": 6}"
eegnet_small_t600_meanmax050,7233,4750,1,2,2.0294829932126133,0.22727272727272727,0.20833333333333334,0.20350877192982456,"{""2"": 11, ""1"": 7, ""0"": 4}",1.1473581790924072,0.16666666666666666,0.3333333333333333,0.09523809523809523,"{""1"": 6}"
eegnet_small_t600_meanmax050,7233,4750,1,3,1.9815778840671887,0.2727272727272727,0.27777777777777773,0.26158645276292336,"{""2"": 9, ""0"": 10, ""1"": 3}",1.1429550647735596,0.16666666666666666,0.3333333333333333,0.09523809523809523,"{""1"": 6}"
eegnet_small_t600_meanmax050,7233,4750,1,4,1.489926815032959,0.2727272727272727,0.2916666666666667,0.268013468013468,"{""2"": 10, ""0"": 9, ""1"": 3}",1.1363788843154907,0.16666666666666666,0.3333333333333333,0.09523809523809523,"{""1"": 6}"
eegnet_small_t600_meanmax050,7233,4750,1,5,1.7288457263599744,0.3181818181818182,0.3055555555555555,0.28095238095238095,"{""0"": 8, ""2"": 12, ""1"": 2}",1.1307265758514404,0.3333333333333333,0.5,0.3,"{""1"": 4, ""0"": 2}"
eegnet_small_t600_meanmax050,7233,4750,1,6,1.4306424422697588,0.22727272727272727,0.25,0.22628205128205128,"{""1"": 5, ""2"": 8, ""0"": 9}",1.1267629861831665,0.3333333333333333,0.5,0.3333333333333333,"{""1"": 3, ""0"": 2, ""2"": 1}"
eegnet_small_t600_meanmax050,7233,4750,1,7,2.008976318619468,0.22727272727272727,0.25,0.21318681318681318,"{""2"": 5, ""0"": 15, ""1"": 2}",1.121914267539978,0.3333333333333333,0.5,0.3333333333333333,"{""1"": 3, ""0"": 2, ""2"": 1}"
eegnet_small_t600_meanmax050,7233,4750,1,8,1.5981965931979092,0.2727272727272727,0.2916666666666667,0.2673202614379085,"{""1"": 4, ""0"": 9, ""2"": 9}",1.1197896003723145,0.3333333333333333,0.5,0.3333333333333333,"{""1"": 3, ""0"": 2, ""2"": 1}"
eegnet_small_t600_meanmax050,7233,4750,1,9,1.6909050941467285,0.2727272727272727,0.2916666666666667,0.2638888888888889,"{""0"": 10, ""2"": 8, ""1"": 4}",1.1174389123916626,0.16666666666666666,0.16666666666666666,0.16666666666666666,"{""1"": 2, ""0"": 2, ""2"": 2}"
eegnet_small_t600_meanmax050,7233,4750,1,10,1.550797007300637,0.4090909090909091,0.40277777777777773,0.4022839905192847,"{""0"": 7, ""2"": 9, ""1"": 6}",1.1138862371444702,0.3333333333333333,0.27777777777777773,0.27777777777777773,"{""2"": 3, ""0"": 2, ""1"": 1}"
eegnet_small_t600_meanmax050,7233,4750,1,11,1.1240530772642656,0.5,0.5277777777777778,0.4601851851851852,"{""0"": 12, ""2"": 8, ""1"": 2}",1.1135969161987305,0.3333333333333333,0.27777777777777773,0.27777777777777773,"{""2"": 3, ""0"": 2, ""1"": 1}"
eegnet_small_t600_meanmax050,7233,4750,1,12,1.3003922267393633,0.45454545454545453,0.4583333333333333,0.4403958614484931,"{""2"": 11, ""0"": 7, ""1"": 4}",1.115445613861084,0.3333333333333333,0.27777777777777773,0.27777777777777773,"{""2"": 3, ""0"": 2, ""1"": 1}"
eegnet_small_t600_meanmax050,7233,4750,1,13,1.4050274599682202,0.3181818181818182,0.3194444444444444,0.3237762237762238,"{""2"": 12, ""0"": 7, ""1"": 3}",1.1140602827072144,0.3333333333333333,0.27777777777777773,0.27777777777777773,"{""2"": 3, ""0"": 2, ""1"": 1}"
eegnet_small_t600_meanmax050,7233,4750,1,14,1.6550931063565342,0.2727272727272727,0.27777777777777773,0.2738095238095238,"{""1"": 6, ""0"": 8, ""2"": 8}",1.1123093366622925,0.3333333333333333,0.27777777777777773,0.27777777777777773,"{""2"": 3, ""0"": 2, ""1"": 1}"
eegnet_small_t600_meanmax050,7233,4750,1,15,1.5024704174561934,0.3181818181818182,0.3194444444444444,0.3174603174603175,"{""2"": 7, ""1"": 6, ""0"": 9}",1.111755132675171,0.3333333333333333,0.27777777777777773,0.27777777777777773,"{""2"": 3, ""0"": 2, ""1"": 1}"
eegnet_small_t600_meanmax050,7233,4750,1,16,1.9430835788900203,0.2727272727272727,0.2638888888888889,0.24314574314574314,"{""2"": 13, ""0"": 6, ""1"": 3}",1.1123048067092896,0.3333333333333333,0.27777777777777773,0.27777777777777773,"{""2"": 3, ""0"": 2, ""1"": 1}"
eegnet_small_t600_meanmax050,7233,4750,1,17,1.374470743266019,0.3181818181818182,0.3333333333333333,0.31178625296272355,"{""2"": 9, ""0"": 8, ""1"": 5}",1.1109565496444702,0.3333333333333333,0.27777777777777773,0.27777777777777773,"{""2"": 3, ""0"": 2, ""1"": 1}"
eegnet_small_t600_meanmax050,7233,4750,1,18,2.1030021038922397,0.2727272727272727,0.25,0.24812030075187966,"{""1"": 6, ""0"": 5, ""2"": 11}",1.1109310388565063,0.3333333333333333,0.27777777777777773,0.27777777777777773,"{""2"": 3, ""0"": 2, ""1"": 1}"
