fold,n_runs,mean_test_bacc,std_test_bacc,mean_test_acc,std_test_acc,mean_test_macro_f1,std_test_macro_f1,frac_test_bacc_gt_chance,frac_test_bacc_gt_majority
1,9,0.4135802469135802,0.17810540797843838,0.4166666666666667,0.1653594569415369,0.3433942600609267,0.18250193213926438,0.6666666666666666,0.6666666666666666
2,9,0.2901234567901234,0.0992944934700334,0.2857142857142857,0.10101525445522107,0.19085831863609642,0.08086859696575122,0.2222222222222222,0.2222222222222222
3,9,0.4259259259259259,0.09622504486493763,0.42857142857142855,0.10101525445522107,0.3547619047619048,0.10294388122067295,0.7777777777777778,0.7777777777777778
4,9,0.2901234567901234,0.179543698422827,0.30158730158730157,0.1813279310919978,0.22645502645502644,0.14490322658355825,0.4444444444444444,0.4444444444444444
5,9,0.4506172839506173,0.09799078929868854,0.4444444444444444,0.08584645893961879,0.3478542034097589,0.09464583300410659,0.8888888888888888,0.8888888888888888
