split_seed,n_runs,mean_test_bacc,std_test_bacc,mean_test_acc,std_test_acc,mean_test_macro_f1,std_test_macro_f1,frac_test_bacc_gt_chance,frac_test_bacc_gt_majority
1685,15,0.39629629629629626,0.15834609620889709,0.3880952380952381,0.150082986438404,0.3217989417989418,0.1457964394588199,0.7333333333333333,0.7333333333333333
4557,15,0.36666666666666664,0.16640190610765557,0.369047619047619,0.1616563470402161,0.26917588584255253,0.1469607002600753,0.5333333333333333,0.5333333333333333
7233,15,0.3592592592592592,0.12219816983150968,0.369047619047619,0.12656935165139246,0.2870194003527337,0.13086575185206095,0.5333333333333333,0.5333333333333333
