config,n_runs,mean_test_bacc,std_test_bacc,median_test_bacc,min_test_bacc,max_test_bacc,mean_test_acc,std_test_acc,mean_test_macro_f1,std_test_macro_f1,mean_val_bacc,std_val_bacc,mean_best_epoch,frac_test_bacc_gt_chance,frac_test_bacc_gt_majority,mean_test_bacc_minus_chance,mean_test_bacc_minus_majority
eegnet_small_t600_meanmax050,45,0.37407407407407395,0.1476527913767525,0.38888888888888884,0.0,0.6666666666666666,0.3753968253968253,0.14374162519409792,0.29266474266474274,0.13990292789546577,0.5037037037037035,0.19939583268471642,6.2444444444444445,0.6,0.6,0.04074074074074074,0.04074074074074074
