fold,best_epoch,n_epochs,val_accuracy,val_balanced_accuracy,val_f1_macro,test_accuracy,test_balanced_accuracy,test_f1_macro
0,22,37,0.5555555555555556,0.575,0.55,0.45454545454545453,0.48333333333333334,0.4107142857142857
1,15,30,0.6666666666666666,0.7,0.6493506493506493,0.6363636363636364,0.6333333333333333,0.6333333333333333
2,11,26,0.4444444444444444,0.5,0.3076923076923077,0.5,0.5,0.3333333333333333
3,17,32,0.4444444444444444,0.4,0.3076923076923077,0.5454545454545454,0.5166666666666667,0.47619047619047616
4,1,16,0.25,0.25,0.25,0.7,0.7083333333333333,0.696969696969697
