mean_accuracy,std_accuracy,mean_balanced_accuracy,std_balanced_accuracy,mean_f1_macro,std_f1_macro
0.510909090909091,0.06245659649933697,0.5,0.01178511301977581,0.3815476190476191,0.06508269203652448
