experiment,pp_as,aggregate,standardize,class_weights,split_seed,init_seed,fold,best_epoch,best_val_balanced_acc,best_val_loss,test_loss,test_acc,test_balanced_acc,test_f1_macro,plot_path,checkpoint_path
eegnet_list_62s_noagg_stackfix,list,False,True,True,3407,2025,1,68,0.75,0.7480071395635605,0.8621021161476771,0.5833333333333334,0.5833333333333334,0.5555555555555556,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_list_62s_noagg_stackfix\plots\fold_curves\split-3407_init-2025_fold-01.png,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_list_62s_noagg_stackfix\checkpoints\split-3407_init-2025_fold-01.pt
eegnet_list_62s_noagg_stackfix,list,False,True,True,3407,2025,2,12,0.6000000000000001,0.6801140189170838,0.6769077579180399,0.625,0.625,0.6243478260869566,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_list_62s_noagg_stackfix\plots\fold_curves\split-3407_init-2025_fold-02.png,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_list_62s_noagg_stackfix\checkpoints\split-3407_init-2025_fold-02.pt
eegnet_list_62s_noagg_stackfix,list,False,True,True,3407,2025,3,46,0.65,0.8695652723312378,0.39287833372751874,0.9166666666666666,0.9166666666666666,0.9166666666666666,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_list_62s_noagg_stackfix\plots\fold_curves\split-3407_init-2025_fold-03.png,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_list_62s_noagg_stackfix\checkpoints\split-3407_init-2025_fold-03.pt
eegnet_list_62s_noagg_stackfix,list,False,True,True,3407,2025,4,21,0.8500000000000001,0.6078322649002075,0.6749410033226013,0.5833333333333334,0.5833333333333334,0.5555555555555556,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_list_62s_noagg_stackfix\plots\fold_curves\split-3407_init-2025_fold-04.png,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_list_62s_noagg_stackfix\checkpoints\split-3407_init-2025_fold-04.pt
eegnet_list_62s_noagg_stackfix,list,False,True,True,3407,2025,5,44,0.8,0.6368163466453552,0.5517195796966553,0.72,0.7211538461538461,0.72,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_list_62s_noagg_stackfix\plots\fold_curves\split-3407_init-2025_fold-05.png,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_list_62s_noagg_stackfix\checkpoints\split-3407_init-2025_fold-05.pt
eegnet_list_62s_noagg_stackfix,list,False,True,True,3407,2026,1,41,0.7,0.7359322547912598,0.8094540437062582,0.5,0.5,0.4857142857142857,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_list_62s_noagg_stackfix\plots\fold_curves\split-3407_init-2026_fold-01.png,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_list_62s_noagg_stackfix\checkpoints\split-3407_init-2026_fold-01.pt
eegnet_list_62s_noagg_stackfix,list,False,True,True,3407,2026,2,38,0.75,0.6749984800815583,0.5635720094045004,0.7916666666666666,0.7916666666666667,0.7822141560798548,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_list_62s_noagg_stackfix\plots\fold_curves\split-3407_init-2026_fold-02.png,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_list_62s_noagg_stackfix\checkpoints\split-3407_init-2026_fold-02.pt
eegnet_list_62s_noagg_stackfix,list,False,True,True,3407,2026,3,60,0.75,0.8357167363166809,0.42253949244817096,0.9166666666666666,0.9166666666666666,0.9166666666666666,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_list_62s_noagg_stackfix\plots\fold_curves\split-3407_init-2026_fold-03.png,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_list_62s_noagg_stackfix\checkpoints\split-3407_init-2026_fold-03.pt
eegnet_list_62s_noagg_stackfix,list,False,True,True,3407,2026,4,14,0.8,0.649626100063324,0.657707671324412,0.6666666666666666,0.6666666666666667,0.6571428571428571,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_list_62s_noagg_stackfix\plots\fold_curves\split-3407_init-2026_fold-04.png,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_list_62s_noagg_stackfix\checkpoints\split-3407_init-2026_fold-04.pt
eegnet_list_62s_noagg_stackfix,list,False,True,True,3407,2026,5,17,0.7,0.6719110488891602,0.6471433687210083,0.8,0.7948717948717949,0.7947454844006567,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_list_62s_noagg_stackfix\plots\fold_curves\split-3407_init-2026_fold-05.png,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_list_62s_noagg_stackfix\checkpoints\split-3407_init-2026_fold-05.pt
eegnet_list_62s_noagg_stackfix,list,False,True,True,3407,2027,1,36,0.75,0.6085222125053406,0.7657507757345835,0.6666666666666666,0.6666666666666667,0.6643356643356644,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_list_62s_noagg_stackfix\plots\fold_curves\split-3407_init-2027_fold-01.png,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_list_62s_noagg_stackfix\checkpoints\split-3407_init-2027_fold-01.pt
eegnet_list_62s_noagg_stackfix,list,False,True,True,3407,2027,2,9,0.7,0.6878620982170105,0.6768522063891093,0.5,0.5,0.5,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_list_62s_noagg_stackfix\plots\fold_curves\split-3407_init-2027_fold-02.png,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_list_62s_noagg_stackfix\checkpoints\split-3407_init-2027_fold-02.pt
eegnet_list_62s_noagg_stackfix,list,False,True,True,3407,2027,3,30,0.55,0.9277532577514649,0.47326568762461346,0.875,0.875,0.8747826086956522,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_list_62s_noagg_stackfix\plots\fold_curves\split-3407_init-2027_fold-03.png,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_list_62s_noagg_stackfix\checkpoints\split-3407_init-2027_fold-03.pt
eegnet_list_62s_noagg_stackfix,list,False,True,True,3407,2027,4,16,0.8,0.6445902585983276,0.6605713168780009,0.6666666666666666,0.6666666666666666,0.6666666666666666,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_list_62s_noagg_stackfix\plots\fold_curves\split-3407_init-2027_fold-04.png,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_list_62s_noagg_stackfix\checkpoints\split-3407_init-2027_fold-04.pt
eegnet_list_62s_noagg_stackfix,list,False,True,True,3407,2027,5,22,0.8,0.6492060661315918,0.6726959872245789,0.68,0.6858974358974359,0.6753246753246753,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_list_62s_noagg_stackfix\plots\fold_curves\split-3407_init-2027_fold-05.png,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_list_62s_noagg_stackfix\checkpoints\split-3407_init-2027_fold-05.pt
