fold,best_epoch,n_epochs,val_accuracy,val_balanced_accuracy,val_f1_macro,test_accuracy,test_balanced_accuracy,test_f1_macro
0,20,35,0.5555555555555556,0.5,0.35714285714285715,0.5454545454545454,0.5,0.35294117647058826
1,1,16,0.4444444444444444,0.5,0.3076923076923077,0.45454545454545453,0.5,0.3125
2,46,61,0.5555555555555556,0.5,0.35714285714285715,0.5,0.5,0.3333333333333333
3,1,16,0.5555555555555556,0.5,0.35714285714285715,0.5454545454545454,0.5,0.35294117647058826
4,38,53,0.5,0.5,0.3333333333333333,0.6,0.5,0.375
