mean_accuracy,std_accuracy,mean_balanced_accuracy,std_balanced_accuracy,mean_f1_macro,std_f1_macro
0.5854545454545454,0.039417242524870555,0.5800000000000001,0.03979112128771106,0.5750738150738149,0.040147456085244025
