mean_accuracy,std_accuracy,mean_balanced_accuracy,std_balanced_accuracy,mean_f1_macro,std_f1_macro
0.5127272727272727,0.10652280243223292,0.515,0.11371260068943788,0.4210606060606061,0.164491792899006
