fold,best_epoch,n_epochs,val_accuracy,val_balanced_accuracy,val_f1_macro,test_accuracy,test_balanced_accuracy,test_f1_macro
0,1,16,0.3333333333333333,0.3,0.25,0.5454545454545454,0.5166666666666667,0.47619047619047616
1,1,16,0.4444444444444444,0.425,0.41558441558441556,0.45454545454545453,0.4166666666666667,0.3125
2,4,19,0.5555555555555556,0.5,0.35714285714285715,0.7,0.7,0.6703296703296704
3,5,20,0.4444444444444444,0.425,0.41558441558441556,0.2727272727272727,0.26666666666666666,0.26666666666666666
4,2,17,0.125,0.125,0.1111111111111111,0.5,0.5,0.4949494949494949
