fold,best_epoch,n_epochs,val_accuracy,val_balanced_accuracy,val_f1_macro,test_accuracy,test_balanced_accuracy,test_f1_macro
0,1,16,0.4444444444444444,0.5,0.3076923076923077,0.5454545454545454,0.5833333333333334,0.47619047619047616
1,4,19,0.5555555555555556,0.6,0.5,0.45454545454545453,0.5,0.3125
2,1,16,0.3333333333333333,0.3,0.25,0.5,0.5,0.45054945054945056
3,1,16,0.4444444444444444,0.5,0.3076923076923077,0.45454545454545453,0.5,0.3125
4,1,16,0.5,0.5,0.3333333333333333,0.4,0.5,0.2857142857142857
