mean_accuracy,std_accuracy,mean_balanced_accuracy,std_balanced_accuracy,mean_f1_macro,std_f1_macro
0.4709090909090909,0.05469675984178661,0.5166666666666667,0.03726779962499651,0.3674908424908425,0.0886703635565496
