config,n_runs,mean_test_bacc,std_test_bacc,median_test_bacc,min_test_bacc,max_test_bacc,mean_test_acc,std_test_acc,mean_test_macro_f1,std_test_macro_f1,mean_test_temporal_acc,std_test_temporal_acc,mean_val_bacc,std_val_bacc,mean_best_epoch,decision_rule,aggregation,mask_used
eegnet_iranies_tmin_temporal_ce_clean_t7983_tp124,1,0.5833333333333334,,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334,,0.5555555555555556,,0.6031586021505376,,0.7,,51.0,majority_vote_over_argmax_A_s,none,False
