fold,n_runs,mean_test_bacc,std_test_bacc,mean_test_acc,std_test_acc,mean_test_macro_f1,std_test_macro_f1,frac_test_bacc_gt_chance,frac_test_bacc_gt_majority
1,1,0.5,,0.5,,0.48888888888888893,,1.0,1.0
2,1,0.3333333333333333,,0.2857142857142857,,0.14814814814814814,,0.0,0.0
3,1,0.3333333333333333,,0.2857142857142857,,0.19047619047619047,,0.0,0.0
4,1,0.4444444444444444,,0.42857142857142855,,0.3238095238095238,,1.0,1.0
5,1,0.3333333333333333,,0.2857142857142857,,0.14814814814814814,,0.0,0.0
