mean_accuracy,std_accuracy,mean_balanced_accuracy,std_balanced_accuracy,mean_f1_macro,std_f1_macro
0.4890909090909091,0.06245659649933695,0.45,0.054006172486732174,0.35213585434173666,0.07369965785260975
