fold,best_epoch,n_epochs,val_accuracy,val_balanced_accuracy,val_f1_macro,test_accuracy,test_balanced_accuracy,test_f1_macro
0,26,41,0.4444444444444444,0.4,0.3076923076923077,0.5454545454545454,0.5,0.35294117647058826
1,30,45,0.3333333333333333,0.3,0.25,0.6363636363636364,0.6,0.5416666666666666
2,32,47,0.5555555555555556,0.575,0.55,0.3,0.3,0.23076923076923078
3,22,37,0.4444444444444444,0.5,0.3076923076923077,0.45454545454545453,0.5,0.3125
4,10,25,0.5,0.5,0.3333333333333333,0.6,0.5,0.375
