mean_accuracy,std_accuracy,mean_balanced_accuracy,std_balanced_accuracy,mean_f1_macro,std_f1_macro
0.5836363636363637,0.08776377008107035,0.5566666666666666,0.08787617550976043,0.4616526610644257,0.1621049207142552
