config,n_runs,total_test_subject_predictions,mean_majority_acc,std_majority_acc,mean_majority_balanced_acc,std_majority_balanced_acc,mean_majority_macro_f1,std_majority_macro_f1,mean_temporal_acc,std_temporal_acc,selection_mode,decision_rule,aggregation,mask_used
eegnet_iranies_tmin_temporal_ce_clean_t7983_tp124,5,121,0.735,0.15279797846248563,0.7339743589743591,0.152268891284868,0.729699827630862,0.1577330678514932,0.679212365591398,0.10014919272762354,global_init_by_mean_validation,majority_vote_over_argmax_A_s,none,False
