experiment,pp_as,aggregate,standardize,class_weights,test_acc_mean,test_acc_std,test_balanced_acc_mean,test_balanced_acc_std,test_f1_macro_mean,test_f1_macro_std,test_loss_mean,test_loss_std,best_val_balanced_acc_mean,best_epoch_mean
eegnet_tensor_62s_noagg,tensor,False,True,True,0.7022222222222222,0.12650783692812395,0.7023504273504274,0.12617943308919594,0.6948462089360061,0.1312255482402538,0.6331683681673473,0.13782803793533255,0.7266666666666667,36.13333333333333
