fold,best_epoch,n_epochs,val_accuracy,val_balanced_accuracy,val_f1_macro,test_accuracy,test_balanced_accuracy,test_f1_macro
0,17,32,0.5555555555555556,0.5,0.35714285714285715,0.5454545454545454,0.5,0.35294117647058826
1,26,41,0.4444444444444444,0.5,0.3076923076923077,0.45454545454545453,0.5,0.3125
2,10,25,0.4444444444444444,0.5,0.3076923076923077,0.5,0.5,0.3333333333333333
3,1,16,0.4444444444444444,0.5,0.3076923076923077,0.45454545454545453,0.5,0.3125
4,81,96,0.5,0.5,0.5,0.4,0.3333333333333333,0.2857142857142857
