fold,best_epoch,n_epochs,val_accuracy,val_balanced_accuracy,val_f1_macro,test_accuracy,test_balanced_accuracy,test_f1_macro
0,22,37,0.3333333333333333,0.3,0.25,0.45454545454545453,0.4166666666666667,0.3125
1,9,24,0.4444444444444444,0.5,0.3076923076923077,0.45454545454545453,0.5,0.3125
2,1,16,0.4444444444444444,0.5,0.3076923076923077,0.5,0.5,0.3333333333333333
3,62,77,0.5555555555555556,0.5,0.35714285714285715,0.6363636363636364,0.6,0.5416666666666666
4,40,55,0.375,0.375,0.36507936507936506,0.7,0.6666666666666667,0.6703296703296704
