experiment,pp_as,aggregate,standardize,class_weights,split_seed,init_seed,fold,best_epoch,best_val_balanced_acc,best_val_loss,test_loss,test_acc,test_balanced_acc,test_f1_macro,plot_path,checkpoint_path
eegnet_list_62s_noagg,list,False,True,True,3407,2025,1,26,0.55,0.6973486065864563,0.6938313841819763,0.5416666666666666,0.5416666666666667,0.4990512333965844,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_list_62s_noagg\plots\fold_curves\split-3407_init-2025_fold-01.png,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_list_62s_noagg\checkpoints\split-3407_init-2025_fold-01.pt
eegnet_list_62s_noagg,list,False,True,True,3407,2025,2,34,0.75,0.6943138480186463,0.7004727125167847,0.375,0.375,0.36507936507936506,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_list_62s_noagg\plots\fold_curves\split-3407_init-2025_fold-02.png,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_list_62s_noagg\checkpoints\split-3407_init-2025_fold-02.pt
eegnet_list_62s_noagg,list,False,True,True,3407,2025,3,71,0.8,0.6876667618751526,0.6915810704231262,0.5416666666666666,0.5416666666666666,0.5208711433756805,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_list_62s_noagg\plots\fold_curves\split-3407_init-2025_fold-03.png,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_list_62s_noagg\checkpoints\split-3407_init-2025_fold-03.pt
eegnet_list_62s_noagg,list,False,True,True,3407,2025,4,93,0.75,0.6843289375305176,0.6940753857294718,0.5833333333333334,0.5833333333333334,0.5833333333333334,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_list_62s_noagg\plots\fold_curves\split-3407_init-2025_fold-04.png,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_list_62s_noagg\checkpoints\split-3407_init-2025_fold-04.pt
eegnet_list_62s_noagg,list,False,True,True,3407,2025,5,96,0.7,0.6849970817565918,0.6928446316719055,0.56,0.5705128205128205,0.5331069609507639,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_list_62s_noagg\plots\fold_curves\split-3407_init-2025_fold-05.png,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_list_62s_noagg\checkpoints\split-3407_init-2025_fold-05.pt
eegnet_list_62s_noagg,list,False,True,True,3407,2026,1,67,0.7,0.6920204281806945,0.6978665987650553,0.4583333333333333,0.4583333333333333,0.4079696394686907,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_list_62s_noagg\plots\fold_curves\split-3407_init-2026_fold-01.png,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_list_62s_noagg\checkpoints\split-3407_init-2026_fold-01.pt
eegnet_list_62s_noagg,list,False,True,True,3407,2026,2,36,0.8500000000000001,0.6967156529426575,0.7000461220741272,0.5416666666666666,0.5416666666666666,0.5208711433756805,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_list_62s_noagg\plots\fold_curves\split-3407_init-2026_fold-02.png,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_list_62s_noagg\checkpoints\split-3407_init-2026_fold-02.pt
eegnet_list_62s_noagg,list,False,True,True,3407,2026,3,33,0.8,0.687786090373993,0.6953674753506979,0.4166666666666667,0.4166666666666667,0.34375,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_list_62s_noagg\plots\fold_curves\split-3407_init-2026_fold-03.png,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_list_62s_noagg\checkpoints\split-3407_init-2026_fold-03.pt
eegnet_list_62s_noagg,list,False,True,True,3407,2026,4,66,0.75,0.6884431362152099,0.7179306944211324,0.6666666666666666,0.6666666666666667,0.6571428571428571,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_list_62s_noagg\plots\fold_curves\split-3407_init-2026_fold-04.png,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_list_62s_noagg\checkpoints\split-3407_init-2026_fold-04.pt
eegnet_list_62s_noagg,list,False,True,True,3407,2026,5,59,0.7,0.6858221888542175,0.6922115921974182,0.56,0.5737179487179487,0.5098039215686274,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_list_62s_noagg\plots\fold_curves\split-3407_init-2026_fold-05.png,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\adhd_db\eegnet_list_62s_noagg\checkpoints\split-3407_init-2026_fold-05.pt
