fold,n_runs,mean_test_bacc,std_test_bacc,mean_test_acc,std_test_acc,mean_test_macro_f1,std_test_macro_f1,frac_test_bacc_gt_chance,frac_test_bacc_gt_majority
1,1,0.4444444444444444,,0.5,,0.41269841269841273,,1.0,1.0
2,1,0.3333333333333333,,0.2857142857142857,,0.14814814814814814,,0.0,0.0
3,1,0.16666666666666666,,0.14285714285714285,,0.09523809523809523,,0.0,0.0
4,1,0.4444444444444444,,0.42857142857142855,,0.35555555555555557,,1.0,1.0
5,1,0.5,,0.42857142857142855,,0.38888888888888884,,1.0,1.0
