config,n_runs,mean_test_bacc,std_test_bacc,median_test_bacc,min_test_bacc,max_test_bacc,mean_test_acc,std_test_acc,mean_test_macro_f1,std_test_macro_f1,mean_val_bacc,std_val_bacc,mean_best_epoch,frac_test_bacc_gt_chance,frac_test_bacc_gt_majority,mean_test_bacc_minus_chance,mean_test_bacc_minus_majority
eegnet_small_t600_meanmax050,45,0.3839506172839506,0.14005681778658544,0.38888888888888884,0.0,0.6666666666666666,0.38333333333333325,0.13829987450308687,0.28986050986050993,0.13337453866063734,0.4901234567901233,0.18398601637413806,8.755555555555556,0.6,0.6,0.050617283950617264,0.050617283950617264
