fold,best_epoch,n_epochs,val_accuracy,val_balanced_accuracy,val_f1_macro,test_accuracy,test_balanced_accuracy,test_f1_macro
0,1,16,0.4444444444444444,0.5,0.3076923076923077,0.5454545454545454,0.5833333333333334,0.47619047619047616
1,1,16,0.5555555555555556,0.5,0.35714285714285715,0.6363636363636364,0.6,0.5416666666666666
2,1,16,0.5555555555555556,0.5,0.35714285714285715,0.5,0.5,0.3333333333333333
3,14,29,0.5555555555555556,0.6,0.5,0.5454545454545454,0.5833333333333334,0.47619047619047616
4,3,18,0.5,0.5,0.3333333333333333,0.4,0.5,0.2857142857142857
