experiment,condition,pp_as,aggregate,norm,standardize,class_weights,split_seed,init_seed,fold,best_epoch,best_val_balanced_acc,best_val_loss,test_loss,test_acc,test_balanced_acc,test_f1_macro,plot_path,checkpoint_path
eegnet_ec_tensor_agg_auto_3init,EC,tensor,True,auto,True,True,3407,3001,1,50,1.0,0.2184116095304489,0.31859806180000305,0.9166666666666666,0.9166666666666667,0.916083916083916,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\mdd_db\eegnet_ec_tensor_agg_auto_3init\plots\fold_curves\condition-EC_split-3407_init-3001_fold-01.png,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\mdd_db\eegnet_ec_tensor_agg_auto_3init\checkpoints\condition-EC_split-3407_init-3001_fold-01.pt
eegnet_ec_tensor_agg_auto_3init,EC,tensor,True,auto,True,True,3407,3001,2,15,1.0,0.5659916996955872,0.581015408039093,0.5833333333333334,0.5833333333333334,0.4957983193277311,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\mdd_db\eegnet_ec_tensor_agg_auto_3init\plots\fold_curves\condition-EC_split-3407_init-3001_fold-02.png,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\mdd_db\eegnet_ec_tensor_agg_auto_3init\checkpoints\condition-EC_split-3407_init-3001_fold-02.pt
eegnet_ec_tensor_agg_auto_3init,EC,tensor,True,auto,True,True,3407,3001,3,21,1.0,0.4435482621192932,0.6525968909263611,0.7272727272727273,0.7166666666666667,0.717948717948718,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\mdd_db\eegnet_ec_tensor_agg_auto_3init\plots\fold_curves\condition-EC_split-3407_init-3001_fold-03.png,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\mdd_db\eegnet_ec_tensor_agg_auto_3init\checkpoints\condition-EC_split-3407_init-3001_fold-03.pt
eegnet_ec_tensor_agg_auto_3init,EC,tensor,True,auto,True,True,3407,3001,4,14,1.0,0.5976381301879883,0.6279860734939575,0.9090909090909091,0.9,0.905982905982906,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\mdd_db\eegnet_ec_tensor_agg_auto_3init\plots\fold_curves\condition-EC_split-3407_init-3001_fold-04.png,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\mdd_db\eegnet_ec_tensor_agg_auto_3init\checkpoints\condition-EC_split-3407_init-3001_fold-04.pt
eegnet_ec_tensor_agg_auto_3init,EC,tensor,True,auto,True,True,3407,3001,5,20,1.0,0.5661031603813171,0.4100007712841034,1.0,1.0,1.0,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\mdd_db\eegnet_ec_tensor_agg_auto_3init\plots\fold_curves\condition-EC_split-3407_init-3001_fold-05.png,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\mdd_db\eegnet_ec_tensor_agg_auto_3init\checkpoints\condition-EC_split-3407_init-3001_fold-05.pt
eegnet_ec_tensor_agg_auto_3init,EC,tensor,True,auto,True,True,3407,2025,1,60,0.9,0.32595157623291016,0.5467707514762878,0.75,0.75,0.7333333333333334,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\mdd_db\eegnet_ec_tensor_agg_auto_3init\plots\fold_curves\condition-EC_split-3407_init-2025_fold-01.png,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\mdd_db\eegnet_ec_tensor_agg_auto_3init\checkpoints\condition-EC_split-3407_init-2025_fold-01.pt
eegnet_ec_tensor_agg_auto_3init,EC,tensor,True,auto,True,True,3407,2025,2,12,0.8,0.6165705919265747,0.623910129070282,0.5,0.5,0.3333333333333333,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\mdd_db\eegnet_ec_tensor_agg_auto_3init\plots\fold_curves\condition-EC_split-3407_init-2025_fold-02.png,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\mdd_db\eegnet_ec_tensor_agg_auto_3init\checkpoints\condition-EC_split-3407_init-2025_fold-02.pt
eegnet_ec_tensor_agg_auto_3init,EC,tensor,True,auto,True,True,3407,2025,3,23,1.0,0.40721431374549866,0.5809786319732666,0.9090909090909091,0.9166666666666667,0.9090909090909091,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\mdd_db\eegnet_ec_tensor_agg_auto_3init\plots\fold_curves\condition-EC_split-3407_init-2025_fold-03.png,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\mdd_db\eegnet_ec_tensor_agg_auto_3init\checkpoints\condition-EC_split-3407_init-2025_fold-03.pt
eegnet_ec_tensor_agg_auto_3init,EC,tensor,True,auto,True,True,3407,2025,4,36,0.9,0.44046449661254883,0.38803890347480774,0.8181818181818182,0.8,0.8035714285714286,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\mdd_db\eegnet_ec_tensor_agg_auto_3init\plots\fold_curves\condition-EC_split-3407_init-2025_fold-04.png,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\mdd_db\eegnet_ec_tensor_agg_auto_3init\checkpoints\condition-EC_split-3407_init-2025_fold-04.pt
eegnet_ec_tensor_agg_auto_3init,EC,tensor,True,auto,True,True,3407,2025,5,16,0.8,0.6413435339927673,0.4751085340976715,0.8333333333333334,0.8333333333333333,0.8285714285714285,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\mdd_db\eegnet_ec_tensor_agg_auto_3init\plots\fold_curves\condition-EC_split-3407_init-2025_fold-05.png,C:\Users\jhon0\Documents\UTP\Work\MultimodalAnalysis\outputs\mdd_db\eegnet_ec_tensor_agg_auto_3init\checkpoints\condition-EC_split-3407_init-2025_fold-05.pt
