fold,best_epoch,n_epochs,val_accuracy,val_balanced_accuracy,val_f1_macro,test_accuracy,test_balanced_accuracy,test_f1_macro
0,0,1,0.7777777777777778,0.75,0.75,0.45454545454545453,0.4166666666666667,0.3125
1,0,1,0.6666666666666666,0.625,0.5846153846153846,0.45454545454545453,0.43333333333333335,0.4107142857142857
2,0,1,0.5555555555555556,0.5,0.35714285714285715,0.4,0.4,0.2857142857142857
3,0,1,0.5555555555555556,0.5,0.35714285714285715,0.5454545454545454,0.5,0.35294117647058826
4,0,1,0.75,0.75,0.7333333333333334,0.5,0.4583333333333333,0.45054945054945056
