mean_accuracy,std_accuracy,mean_balanced_accuracy,std_balanced_accuracy,mean_f1_macro,std_f1_macro
0.4709090909090909,0.05469675984178661,0.4416666666666667,0.03908679799852857,0.36248383968972203,0.06812624092237615
